"Id","Priority","Status","System","Category","File","Class","Evidence","Risk","Recommendation","Verification","Notes"
"SERIAL-1228","High","Open","Items:Special","VersionHandling","Data/Scripts/Items/Special/Veteran Rewards/StoneAnkh.cs","Server.Items.StoneAnkh","Serialize:L129;Deserialize:L138;SerialCtor:L100","High","Confirm current save version write/read and add guarded older-version handling where needed.","Manual source review plus Phase 6 register rerun.","Generated by Phase 6 marker-based serializer review; confirm against source before code changes."
"SERIAL-1229","High","Open","Items:Special","VersionHandling","Data/Scripts/Items/Special/Veteran Rewards/StoneAnkh.cs","Server.Items.StoneAnkhComponent","Serialize:L34;Deserialize:L41;SerialCtor:L23","High","Confirm current save version write/read and add guarded older-version handling where needed.","Manual source review plus Phase 6 register rerun.","Generated by Phase 6 marker-based serializer review; confirm against source before code changes."
"SERIAL-1230","High","Open","Items:Special","VersionHandling","Data/Scripts/Items/Special/Veteran Rewards/StoneAnkh.cs","Server.Items.StoneAnkhDeed","Serialize:L217;Deserialize:L226;SerialCtor:L187","High","Confirm current save version write/read and add guarded older-version handling where needed.","Manual source review plus Phase 6 register rerun.","Generated by Phase 6 marker-based serializer review; confirm against source before code changes."
"SERIAL-1231","High","Open","Items:Special","VersionHandling","Data/Scripts/Items/Special/Veteran Rewards/TreeStump.cs","Server.Items.TreeStump","Serialize:L157;Deserialize:L172;SerialCtor:L64","High","Confirm current save version write/read and add guarded older-version handling where needed.","Manual source review plus Phase 6 register rerun.","Generated by Phase 6 marker-based serializer review; confirm against source before code changes."
"SERIAL-1232","Critical","Open","Items:Special","WriteReadAlignment","Data/Scripts/Items/Special/Veteran Rewards/TreeStump.cs","Server.Items.TreeStump","Serialize:L157;Deserialize:L172;SerialCtor:L64","Critical","Compare ordered writes and reads manually; preserve save order or add a migration plan before edits.","Manual source review plus Phase 6 register rerun.","Generated by Phase 6 marker-based serializer review; confirm against source before code changes."
"SERIAL-1233","High","Open","Items:Special","VersionHandling","Data/Scripts/Items/Special/Veteran Rewards/TreeStump.cs","Server.Items.TreeStumpDeed","Serialize:L272;Deserialize:L282;SerialCtor:L247","High","Confirm current save version write/read and add guarded older-version handling where needed.","Manual source review plus Phase 6 register rerun.","Generated by Phase 6 marker-based serializer review; confirm against source before code changes."
"SERIAL-1234","High","Open","Items:Special","VersionHandling","Data/Scripts/Items/Special/Veteran Rewards/WallBanner.cs","Server.Items.WallBanner","Serialize:L255;Deserialize:L265;SerialCtor:L252","High","Confirm current save version write/read and add guarded older-version handling where needed.","Manual source review plus Phase 6 register rerun.","Generated by Phase 6 marker-based serializer review; confirm against source before code changes."
"SERIAL-1235","High","Open","Items:Special","VersionHandling","Data/Scripts/Items/Special/Veteran Rewards/WallBanner.cs","Server.Items.WallBannerComponent","Serialize:L33;Deserialize:L40;SerialCtor:L30","High","Confirm current save version write/read and add guarded older-version handling where needed.","Manual source review plus Phase 6 register rerun.","Generated by Phase 6 marker-based serializer review; confirm against source before code changes."
"SERIAL-1236","High","Open","Items:Special","VersionHandling","Data/Scripts/Items/Special/Veteran Rewards/WallBanner.cs","Server.Items.WallBannerDeed","Serialize:L347;Deserialize:L356;SerialCtor:L315","High","Confirm current save version write/read and add guarded older-version handling where needed.","Manual source review plus Phase 6 register rerun.","Generated by Phase 6 marker-based serializer review; confirm against source before code changes."
"SERIAL-1237","High","Open","Items:Technology","VersionHandling","Data/Scripts/Items/Technology/AlienEgg.cs","Server.Items.AlienEgg","Serialize:L111;Deserialize:L127;SerialCtor:L108;VersionWrite:L114;VersionRead:L130","High","Confirm current save version write/read and add guarded older-version handling where needed.","Manual source review plus Phase 6 register rerun.","Generated by Phase 6 marker-based serializer review; confirm against source before code changes."
"SERIAL-1238","High","Open","Items:Technology","VersionHandling","Data/Scripts/Items/Technology/ComputerDatabase.cs","Server.Items.ComputerDatabase","Serialize:L33;Deserialize:L39;SerialCtor:L30;VersionWrite:L36;VersionRead:L42","High","Confirm current save version write/read and add guarded older-version handling where needed.","Manual source review plus Phase 6 register rerun.","Generated by Phase 6 marker-based serializer review; confirm against source before code changes."
"SERIAL-1239","High","Open","Items:Technology","VersionHandling","Data/Scripts/Items/Technology/MaterialLiquifier.cs","Server.Items.MaterialLiquifier","Serialize:L392;Deserialize:L399;SerialCtor:L389;VersionWrite:L395;VersionRead:L402","High","Confirm current save version write/read and add guarded older-version handling where needed.","Manual source review plus Phase 6 register rerun.","Generated by Phase 6 marker-based serializer review; confirm against source before code changes."
"SERIAL-1240","High","Open","Items:Trades","VersionHandling","Data/Scripts/Items/Trades/Carpenter Items/Board.cs","Server.Items.BaseWoodBoard","Serialize:L94;Deserialize:L101;SerialCtor:L75;VersionWrite:L97;VersionRead:L104","High","Confirm current save version write/read and add guarded older-version handling where needed.","Manual source review plus Phase 6 register rerun.","Generated by Phase 6 marker-based serializer review; confirm against source before code changes."
"SERIAL-1241","High","Open","Items:Trades","VersionHandling","Data/Scripts/Items/Trades/Fishing/Misc/MessageInABottle.cs","Server.Items.MessageInABottle","Serialize:L70;Deserialize:L79;SerialCtor:L67;VersionWrite:L73;VersionRead:L82","High","Confirm current save version write/read and add guarded older-version handling where needed.","Manual source review plus Phase 6 register rerun.","Generated by Phase 6 marker-based serializer review; confirm against source before code changes."
"SERIAL-1242","High","Open","Items:Trades","VersionHandling","Data/Scripts/Items/Trades/Fishing/Misc/SOS.cs","Server.Items.SOS","Serialize:L260;Deserialize:L272;SerialCtor:L257;VersionWrite:L263;VersionRead:L275","High","Confirm current save version write/read and add guarded older-version handling where needed.","Manual source review plus Phase 6 register rerun.","Generated by Phase 6 marker-based serializer review; confirm against source before code changes."
"SERIAL-1243","High","Open","Items:Trades","VersionHandling","Data/Scripts/Items/Trades/Lumberjack/Log.cs","Server.Items.BaseLog","Serialize:L69;Deserialize:L76;SerialCtor:L66;VersionWrite:L72;VersionRead:L79","High","Confirm current save version write/read and add guarded older-version handling where needed.","Manual source review plus Phase 6 register rerun.","Generated by Phase 6 marker-based serializer review; confirm against source before code changes."
"SERIAL-1244","Critical","Open","Items:Trades","WriteReadAlignment","Data/Scripts/Items/Trades/Magical/Misc/RecallRune.cs","Server.Items.RecallRune","Serialize:L18;Deserialize:L39;SerialCtor:L292;VersionWrite:L24;VersionRead:L43","Critical","Compare ordered writes and reads manually; preserve save order or add a migration plan before edits.","Manual source review plus Phase 6 register rerun.","Generated by Phase 6 marker-based serializer review; confirm against source before code changes."
"SERIAL-1245","High","Open","Items:Trades","MissingSerialConstructor","Data/Scripts/Items/Trades/Magical/Runebook.cs","Server.Items.RunebookEntry","Serialize:L568","High","Confirm whether the type is save-persistent; add the RunUO Serial constructor if it must load from world saves.","Re-run Phase 6 serialization register and narrow project build.","Generated by Phase 6 marker-based serializer review; confirm against source before code changes."
"SERIAL-1246","High","Open","Items:Trades","MissingSerializerPair","Data/Scripts/Items/Trades/Magical/Runebook.cs","Server.Items.RunebookEntry","Serialize:L568","High","Pair Serialize and Deserialize or document why this marker is not a save-persistent type.","Re-run Phase 6 serialization register and narrow project build.","Generated by Phase 6 marker-based serializer review; confirm against source before code changes."
"SERIAL-1247","Critical","Open","Items:Trades","BaseCallOrder","Data/Scripts/Items/Trades/Magical/Runebook.cs","Server.Items.RunebookEntry","Serialize:L568","Critical","Review base Serialize/Deserialize order before any save-affecting edit.","Manual source review plus Phase 6 register rerun.","Generated by Phase 6 marker-based serializer review; confirm against source before code changes."
"SERIAL-1248","High","Open","Items:Trades","VersionHandling","Data/Scripts/Items/Trades/Magical/Runebook.cs","Server.Items.RunebookEntry","Serialize:L568","High","Confirm current save version write/read and add guarded older-version handling where needed.","Manual source review plus Phase 6 register rerun.","Generated by Phase 6 marker-based serializer review; confirm against source before code changes."
"SERIAL-1249","Critical","Open","Items:Trades","WriteReadAlignment","Data/Scripts/Items/Trades/Magical/Runebook.cs","Server.Items.RunebookEntry","Serialize:L568","Critical","Compare ordered writes and reads manually; preserve save order or add a migration plan before edits.","Manual source review plus Phase 6 register rerun.","Generated by Phase 6 marker-based serializer review; confirm against source before code changes."
"SERIAL-1250","High","Open","Items:Trades","VersionHandling","Data/Scripts/Items/Trades/Maps/IndecipherableMap.cs","Server.Items.IndecipherableMap","Serialize:L30;Deserialize:L37;SerialCtor:L22","High","Confirm current save version write/read and add guarded older-version handling where needed.","Manual source review plus Phase 6 register rerun.","Generated by Phase 6 marker-based serializer review; confirm against source before code changes."
"SERIAL-1251","High","Open","Items:Trades","VersionHandling","Data/Scripts/Items/Trades/Maps/MapRanger.cs","Server.Items.InternalItem","Serialize:L269;Deserialize:L274;SerialCtor:L266","High","Confirm current save version write/read and add guarded older-version handling where needed.","Manual source review plus Phase 6 register rerun.","Generated by Phase 6 marker-based serializer review; confirm against source before code changes."
"SERIAL-1252","High","Open","Items:Trades","VersionHandling","Data/Scripts/Items/Trades/Maps/TreasureMap.cs","Server.Items.TreasureChestDirt","Serialize:L1518;Deserialize:L1525;SerialCtor:L1505","High","Confirm current save version write/read and add guarded older-version handling where needed.","Manual source review plus Phase 6 register rerun.","Generated by Phase 6 marker-based serializer review; confirm against source before code changes."
"SERIAL-1253","High","Open","Items:Trades","VersionHandling","Data/Scripts/Items/Trades/Misc/FireHorn.cs","Server.Items.FireHorn","Serialize:L242;Deserialize:L249;SerialCtor:L25","High","Confirm current save version write/read and add guarded older-version handling where needed.","Manual source review plus Phase 6 register rerun.","Generated by Phase 6 marker-based serializer review; confirm against source before code changes."
"SERIAL-1254","High","Open","Items:Trades","VersionHandling","Data/Scripts/Items/Trades/Musical Instruments/BaseInstrument.cs","Server.Items.BaseInstrument","Serialize:L836;Deserialize:L867;SerialCtor:L833;VersionWrite:L840;VersionRead:L871","High","Confirm current save version write/read and add guarded older-version handling where needed.","Manual source review plus Phase 6 register rerun.","Generated by Phase 6 marker-based serializer review; confirm against source before code changes."
"SERIAL-1255","Critical","Open","Items:Trades","WriteReadAlignment","Data/Scripts/Items/Trades/Resources/Arrows/Arrow.cs","Server.Items.Arrow","Serialize:L47;Deserialize:L62;SerialCtor:L35;VersionWrite:L50;VersionRead:L65","Critical","Compare ordered writes and reads manually; preserve save order or add a migration plan before edits.","Manual source review plus Phase 6 register rerun.","Generated by Phase 6 marker-based serializer review; confirm against source before code changes."
"SERIAL-1256","Critical","Open","Items:Trades","WriteReadAlignment","Data/Scripts/Items/Trades/Resources/Arrows/Bolt.cs","Server.Items.Bolt","Serialize:L47;Deserialize:L62;SerialCtor:L35;VersionWrite:L50;VersionRead:L65","Critical","Compare ordered writes and reads manually; preserve save order or add a migration plan before edits.","Manual source review plus Phase 6 register rerun.","Generated by Phase 6 marker-based serializer review; confirm against source before code changes."
"SERIAL-1257","Critical","Open","Items:Trades","WriteReadAlignment","Data/Scripts/Items/Trades/Resources/Arrows/Feather.cs","Server.Items.Feather","Serialize:L38;Deserialize:L53;SerialCtor:L35;VersionWrite:L41;VersionRead:L56","Critical","Compare ordered writes and reads manually; preserve save order or add a migration plan before edits.","Manual source review plus Phase 6 register rerun.","Generated by Phase 6 marker-based serializer review; confirm against source before code changes."
"SERIAL-1258","Critical","Open","Items:Trades","WriteReadAlignment","Data/Scripts/Items/Trades/Resources/Arrows/Shaft.cs","Server.Items.Shaft","Serialize:L38;Deserialize:L53;SerialCtor:L35;VersionWrite:L41;VersionRead:L56","Critical","Compare ordered writes and reads manually; preserve save order or add a migration plan before edits.","Manual source review plus Phase 6 register rerun.","Generated by Phase 6 marker-based serializer review; confirm against source before code changes."
"SERIAL-1259","High","Open","Items:Trades","VersionHandling","Data/Scripts/Items/Trades/Resources/Blacksmithing/Ingots.cs","Server.Items.BaseIngot","Serialize:L36;Deserialize:L43;SerialCtor:L66;VersionWrite:L39;VersionRead:L46","High","Confirm current save version write/read and add guarded older-version handling where needed.","Manual source review plus Phase 6 register rerun.","Generated by Phase 6 marker-based serializer review; confirm against source before code changes."
"SERIAL-1260","High","Open","Items:Trades","VersionHandling","Data/Scripts/Items/Trades/Resources/Blacksmithing/Ore.cs","Server.Items.BaseOre","Serialize:L36;Deserialize:L45;SerialCtor:L66;VersionWrite:L40;VersionRead:L48","High","Confirm current save version write/read and add guarded older-version handling where needed.","Manual source review plus Phase 6 register rerun.","Generated by Phase 6 marker-based serializer review; confirm against source before code changes."
"SERIAL-1261","High","Open","Items:Trades","VersionHandling","Data/Scripts/Items/Trades/Resources/Masonry/Granite.cs","Server.Items.BaseGranite","Serialize:L22;Deserialize:L29;SerialCtor:L53;VersionWrite:L25;VersionRead:L32","High","Confirm current save version write/read and add guarded older-version handling where needed.","Manual source review plus Phase 6 register rerun.","Generated by Phase 6 marker-based serializer review; confirm against source before code changes."
"SERIAL-1262","High","Open","Items:Trades","VersionHandling","Data/Scripts/Items/Trades/Resources/Reagents/Farm/FarmableGarlic.cs","Server.Items.FarmableGarlic","Serialize:L32;Deserialize:L38;SerialCtor:L29","High","Confirm current save version write/read and add guarded older-version handling where needed.","Manual source review plus Phase 6 register rerun.","Generated by Phase 6 marker-based serializer review; confirm against source before code changes."
"SERIAL-1263","High","Open","Items:Trades","VersionHandling","Data/Scripts/Items/Trades/Resources/Reagents/Farm/FarmableGinseng.cs","Server.Items.FarmableGinseng","Serialize:L32;Deserialize:L38;SerialCtor:L29","High","Confirm current save version write/read and add guarded older-version handling where needed.","Manual source review plus Phase 6 register rerun.","Generated by Phase 6 marker-based serializer review; confirm against source before code changes."
"SERIAL-1264","High","Open","Items:Trades","VersionHandling","Data/Scripts/Items/Trades/Resources/Reagents/Farm/FarmableMandrakeRoot.cs","Server.Items.FarmableMandrakeRoot","Serialize:L32;Deserialize:L38;SerialCtor:L29","High","Confirm current save version write/read and add guarded older-version handling where needed.","Manual source review plus Phase 6 register rerun.","Generated by Phase 6 marker-based serializer review; confirm against source before code changes."
"SERIAL-1265","High","Open","Items:Trades","VersionHandling","Data/Scripts/Items/Trades/Resources/Reagents/Farm/FarmableNightshade.cs","Server.Items.FarmableNightshade","Serialize:L32;Deserialize:L38;SerialCtor:L29","High","Confirm current save version write/read and add guarded older-version handling where needed.","Manual source review plus Phase 6 register rerun.","Generated by Phase 6 marker-based serializer review; confirm against source before code changes."
"SERIAL-1266","High","Open","Items:Trades","VersionHandling","Data/Scripts/Items/Trades/Resources/Tailor/Hides.cs","Server.Items.BaseHides","Serialize:L31;Deserialize:L38;SerialCtor:L61;VersionWrite:L34;VersionRead:L41","High","Confirm current save version write/read and add guarded older-version handling where needed.","Manual source review plus Phase 6 register rerun.","Generated by Phase 6 marker-based serializer review; confirm against source before code changes."
"SERIAL-1267","High","Open","Items:Trades","VersionHandling","Data/Scripts/Items/Trades/Resources/Tailor/Leathers.cs","Server.Items.BaseLeather","Serialize:L31;Deserialize:L38;SerialCtor:L60;VersionWrite:L34;VersionRead:L41","High","Confirm current save version write/read and add guarded older-version handling where needed.","Manual source review plus Phase 6 register rerun.","Generated by Phase 6 marker-based serializer review; confirm against source before code changes."
"SERIAL-1268","Critical","Open","Items:Trades","WriteReadAlignment","Data/Scripts/Items/Trades/Sharpening/ConsecratedSharpeningStone.cs","Server.Items.ConsecratedSharpeningStone","Serialize:L300;Deserialize:L309;SerialCtor:L297;VersionWrite:L304;VersionRead:L313","Critical","Compare ordered writes and reads manually; preserve save order or add a migration plan before edits.","Manual source review plus Phase 6 register rerun.","Generated by Phase 6 marker-based serializer review; confirm against source before code changes."
"SERIAL-1269","Critical","Open","Items:Trades","WriteReadAlignment","Data/Scripts/Items/Trades/Sharpening/DenseSharpeningStone.cs","Server.Items.DenseSharpeningStone","Serialize:L271;Deserialize:L280;SerialCtor:L268;VersionWrite:L275;VersionRead:L284","Critical","Compare ordered writes and reads manually; preserve save order or add a migration plan before edits.","Manual source review plus Phase 6 register rerun.","Generated by Phase 6 marker-based serializer review; confirm against source before code changes."
"SERIAL-1270","Critical","Open","Items:Trades","WriteReadAlignment","Data/Scripts/Items/Trades/Sharpening/ElementalSharpeningStone.cs","Server.Items.ElementalSharpeningStone","Serialize:L290;Deserialize:L299;SerialCtor:L287;VersionWrite:L294;VersionRead:L303","Critical","Compare ordered writes and reads manually; preserve save order or add a migration plan before edits.","Manual source review plus Phase 6 register rerun.","Generated by Phase 6 marker-based serializer review; confirm against source before code changes."
"SERIAL-1271","Critical","Open","Items:Trades","WriteReadAlignment","Data/Scripts/Items/Trades/Sharpening/HeavySharpeningStone.cs","Server.Items.HeavySharpeningStone","Serialize:L271;Deserialize:L280;SerialCtor:L268;VersionWrite:L275;VersionRead:L284","Critical","Compare ordered writes and reads manually; preserve save order or add a migration plan before edits.","Manual source review plus Phase 6 register rerun.","Generated by Phase 6 marker-based serializer review; confirm against source before code changes."
"SERIAL-1272","Critical","Open","Items:Trades","WriteReadAlignment","Data/Scripts/Items/Trades/Sharpening/RoughSharpeningStone.cs","Server.Items.RoughSharpeningStone","Serialize:L271;Deserialize:L280;SerialCtor:L268;VersionWrite:L275;VersionRead:L284","Critical","Compare ordered writes and reads manually; preserve save order or add a migration plan before edits.","Manual source review plus Phase 6 register rerun.","Generated by Phase 6 marker-based serializer review; confirm against source before code changes."
"SERIAL-1273","Critical","Open","Items:Trades","WriteReadAlignment","Data/Scripts/Items/Trades/Thieving/DisguisePersistance.cs","Server.Items.DisguisePersistance","Serialize:L40;Deserialize:L60;SerialCtor:L34;VersionWrite:L44;VersionRead:L64","Critical","Compare ordered writes and reads manually; preserve save order or add a migration plan before edits.","Manual source review plus Phase 6 register rerun.","Generated by Phase 6 marker-based serializer review; confirm against source before code changes."
"SERIAL-1274","High","Open","Items:Trades","VersionHandling","Data/Scripts/Items/Trades/Tinkering/Globe.cs","Server.Items.Globe","Serialize:L18;Deserialize:L25;SerialCtor:L15","High","Confirm current save version write/read and add guarded older-version handling where needed.","Manual source review plus Phase 6 register rerun.","Generated by Phase 6 marker-based serializer review; confirm against source before code changes."
"SERIAL-1275","High","Open","Items:Weapons","VersionHandling","Data/Scripts/Items/Weapons/Axes/OrnateAxe.cs","Server.Items.OrnateAxe","Serialize:L99;Deserialize:L106;SerialCtor:L96","High","Confirm current save version write/read and add guarded older-version handling where needed.","Manual source review plus Phase 6 register rerun.","Generated by Phase 6 marker-based serializer review; confirm against source before code changes."
"SERIAL-1276","High","Open","Items:Weapons","VersionHandling","Data/Scripts/Items/Weapons/BaseMeleeWeapon.cs","Server.Items.BaseMeleeWeapon","Serialize:L51;Deserialize:L56;SerialCtor:L11","High","Confirm current save version write/read and add guarded older-version handling where needed.","Manual source review plus Phase 6 register rerun.","Generated by Phase 6 marker-based serializer review; confirm against source before code changes."
"SERIAL-1277","Critical","Open","Items:Weapons","WriteReadAlignment","Data/Scripts/Items/Weapons/BaseWeapon.cs","Server.Items.BaseWeapon","Serialize:L3765;Deserialize:L3944;SerialCtor:L4329;VersionWrite:L3769;VersionRead:L3948","Critical","Compare ordered writes and reads manually; preserve save order or add a migration plan before edits.","Manual source review plus Phase 6 register rerun.","Generated by Phase 6 marker-based serializer review; confirm against source before code changes."
"SERIAL-1278","Critical","Open","Items:Weapons","WriteReadAlignment","Data/Scripts/Items/Weapons/Bows/BaseRanged.cs","Server.Items.BaseRanged","Serialize:L445;Deserialize:L455;SerialCtor:L74;VersionWrite:L449;VersionRead:L459","Critical","Compare ordered writes and reads manually; preserve save order or add a migration plan before edits.","Manual source review plus Phase 6 register rerun.","Generated by Phase 6 marker-based serializer review; confirm against source before code changes."
"SERIAL-1279","High","Open","Items:Weapons","VersionHandling","Data/Scripts/Items/Weapons/Bows/ElvenCompositeLongbow.cs","Server.Items.ElvenCompositeLongbow","Serialize:L125;Deserialize:L132;SerialCtor:L122","High","Confirm current save version write/read and add guarded older-version handling where needed.","Manual source review plus Phase 6 register rerun.","Generated by Phase 6 marker-based serializer review; confirm against source before code changes."
"SERIAL-1280","High","Open","Items:Weapons","VersionHandling","Data/Scripts/Items/Weapons/Bows/MagicalShortbow.cs","Server.Items.MagicalShortbow","Serialize:L108;Deserialize:L115;SerialCtor:L105","High","Confirm current save version write/read and add guarded older-version handling where needed.","Manual source review plus Phase 6 register rerun.","Generated by Phase 6 marker-based serializer review; confirm against source before code changes."
"SERIAL-1281","High","Open","Items:Weapons","VersionHandling","Data/Scripts/Items/Weapons/Knives/AssassinSpike.cs","Server.Items.AssassinSpike","Serialize:L98;Deserialize:L105;SerialCtor:L95","High","Confirm current save version write/read and add guarded older-version handling where needed.","Manual source review plus Phase 6 register rerun.","Generated by Phase 6 marker-based serializer review; confirm against source before code changes."
"SERIAL-1282","High","Open","Items:Weapons","VersionHandling","Data/Scripts/Items/Weapons/Knives/Leafblade.cs","Server.Items.Leafblade","Serialize:L94;Deserialize:L101;SerialCtor:L91","High","Confirm current save version write/read and add guarded older-version handling where needed.","Manual source review plus Phase 6 register rerun.","Generated by Phase 6 marker-based serializer review; confirm against source before code changes."
"SERIAL-1283","High","Open","Items:Weapons","VersionHandling","Data/Scripts/Items/Weapons/Knives/WarCleaver.cs","Server.Items.WarCleaver","Serialize:L110;Deserialize:L117;SerialCtor:L107","High","Confirm current save version write/read and add guarded older-version handling where needed.","Manual source review plus Phase 6 register rerun.","Generated by Phase 6 marker-based serializer review; confirm against source before code changes."
"SERIAL-1284","High","Open","Items:Weapons","VersionHandling","Data/Scripts/Items/Weapons/Maces/DiamondMace.cs","Server.Items.DiamondMace","Serialize:L90;Deserialize:L97;SerialCtor:L87","High","Confirm current save version write/read and add guarded older-version handling where needed.","Manual source review plus Phase 6 register rerun.","Generated by Phase 6 marker-based serializer review; confirm against source before code changes."
"SERIAL-1285","High","Open","Items:Weapons","VersionHandling","Data/Scripts/Items/Weapons/Staves/WildStaff.cs","Server.Items.WildStaff","Serialize:L90;Deserialize:L97;SerialCtor:L87","High","Confirm current save version write/read and add guarded older-version handling where needed.","Manual source review plus Phase 6 register rerun.","Generated by Phase 6 marker-based serializer review; confirm against source before code changes."
"SERIAL-1286","High","Open","Items:Weapons","VersionHandling","Data/Scripts/Items/Weapons/Swords/ElvenMachete.cs","Server.Items.ElvenMachete","Serialize:L98;Deserialize:L105;SerialCtor:L95","High","Confirm current save version write/read and add guarded older-version handling where needed.","Manual source review plus Phase 6 register rerun.","Generated by Phase 6 marker-based serializer review; confirm against source before code changes."
"SERIAL-1287","High","Open","Items:Weapons","VersionHandling","Data/Scripts/Items/Weapons/Swords/ElvenSpellblade.cs","Server.Items.ElvenSpellblade","Serialize:L95;Deserialize:L102;SerialCtor:L92","High","Confirm current save version write/read and add guarded older-version handling where needed.","Manual source review plus Phase 6 register rerun.","Generated by Phase 6 marker-based serializer review; confirm against source before code changes."
"SERIAL-1288","High","Open","Items:Weapons","VersionHandling","Data/Scripts/Items/Weapons/Swords/RadiantScimitar.cs","Server.Items.RadiantScimitar","Serialize:L98;Deserialize:L105;SerialCtor:L95","High","Confirm current save version write/read and add guarded older-version handling where needed.","Manual source review plus Phase 6 register rerun.","Generated by Phase 6 marker-based serializer review; confirm against source before code changes."
"SERIAL-1289","High","Open","Items:Weapons","VersionHandling","Data/Scripts/Items/Weapons/Swords/RuneBlade.cs","Server.Items.RuneBlade","Serialize:L99;Deserialize:L106;SerialCtor:L96","High","Confirm current save version write/read and add guarded older-version handling where needed.","Manual source review plus Phase 6 register rerun.","Generated by Phase 6 marker-based serializer review; confirm against source before code changes."
"SERIAL-1290","High","Open","Items:Weapons","VersionHandling","Data/Scripts/Items/Weapons/Swords/ShortSword.cs","Server.Items.ShortSword","Serialize:L99;Deserialize:L106;SerialCtor:L96","High","Confirm current save version write/read and add guarded older-version handling where needed.","Manual source review plus Phase 6 register rerun.","Generated by Phase 6 marker-based serializer review; confirm against source before code changes."
"SERIAL-1291","High","Open","Magic:Bushido","VersionHandling","Data/Scripts/Magic/Bushido/BookOfBushido.cs","Server.Items.BookOfBushido","Serialize:L36;Deserialize:L43;SerialCtor:L33;VersionWrite:L40;VersionRead:L47","High","Confirm current save version write/read and add guarded older-version handling where needed.","Manual source review plus Phase 6 register rerun.","Generated by Phase 6 marker-based serializer review; confirm against source before code changes."
"SERIAL-1292","High","Open","Magic:Death Knight","VersionHandling","Data/Scripts/Magic/Death Knight/SoulLantern.cs","Server.Items.SoulLantern","Serialize:L93;Deserialize:L101;SerialCtor:L90;VersionWrite:L96;VersionRead:L104","High","Confirm current save version write/read and add guarded older-version handling where needed.","Manual source review plus Phase 6 register rerun.","Generated by Phase 6 marker-based serializer review; confirm against source before code changes."
"SERIAL-1293","High","Open","Magic:Druidism","VersionHandling","Data/Scripts/Magic/Druidism/Effects/LureStoneSpell.cs","Server.Spells.Herbalist.LureStone","Serialize:L371;Deserialize:L376;SerialCtor:L363","High","Confirm current save version write/read and add guarded older-version handling where needed.","Manual source review plus Phase 6 register rerun.","Generated by Phase 6 marker-based serializer review; confirm against source before code changes."
"SERIAL-1294","High","Open","Magic:Druidism","VersionHandling","Data/Scripts/Magic/Druidism/Effects/MushroomGatewaySpell.cs","Server.Spells.Herbalist.InternalItem","Serialize:L287;Deserialize:L292;SerialCtor:L284","High","Confirm current save version write/read and add guarded older-version handling where needed.","Manual source review plus Phase 6 register rerun.","Generated by Phase 6 marker-based serializer review; confirm against source before code changes."
"SERIAL-1295","High","Open","Magic:Elementalism","VersionHandling","Data/Scripts/Magic/Elementalism/ElementalSpellbook.cs","Server.Items.ElementalSpellbook","Serialize:L104;Deserialize:L112;SerialCtor:L101;VersionWrite:L107;VersionRead:L115","High","Confirm current save version write/read and add guarded older-version handling where needed.","Manual source review plus Phase 6 register rerun.","Generated by Phase 6 marker-based serializer review; confirm against source before code changes."
"SERIAL-1296","High","Open","Magic:Elementalism","VersionHandling","Data/Scripts/Magic/Elementalism/Sphere 7/Elemental_Gate.cs","Server.Spells.Elementalism.InternalItem","Serialize:L173;Deserialize:L178;SerialCtor:L170","High","Confirm current save version write/read and add guarded older-version handling where needed.","Manual source review plus Phase 6 register rerun.","Generated by Phase 6 marker-based serializer review; confirm against source before code changes."
"SERIAL-1297","High","Open","Magic:Holy Man","VersionHandling","Data/Scripts/Magic/Holy Man/HolySymbol.cs","Server.Items.HolySymbol","Serialize:L64;Deserialize:L72;SerialCtor:L61;VersionWrite:L67;VersionRead:L75","High","Confirm current save version write/read and add guarded older-version handling where needed.","Manual source review plus Phase 6 register rerun.","Generated by Phase 6 marker-based serializer review; confirm against source before code changes."
"SERIAL-1298","High","Open","Magic:Holy Man","VersionHandling","Data/Scripts/Magic/Holy Man/Spells/EnchantSpell.cs","Server.Spells.HolyMan.EnchantSpellStone","Serialize:L252;Deserialize:L266;SerialCtor:L249;VersionWrite:L255;VersionRead:L269","High","Confirm current save version write/read and add guarded older-version handling where needed.","Manual source review plus Phase 6 register rerun.","Generated by Phase 6 marker-based serializer review; confirm against source before code changes."
"SERIAL-1299","High","Open","Magic:Jedi","VersionHandling","Data/Scripts/Magic/Jedi/Spells/Mirage.cs","Server.Spells.Jedi.JediMirage","Serialize:L232;Deserialize:L239;SerialCtor:L229","High","Confirm current save version write/read and add guarded older-version handling where needed.","Manual source review plus Phase 6 register rerun.","Generated by Phase 6 marker-based serializer review; confirm against source before code changes."
"SERIAL-1300","High","Open","Magic:Jester","VersionHandling","Data/Scripts/Magic/Jester/BagOfTricks.cs","Server.Items.BagOfTricks","Serialize:L116;Deserialize:L123;SerialCtor:L113;VersionWrite:L119;VersionRead:L126","High","Confirm current save version write/read and add guarded older-version handling where needed.","Manual source review plus Phase 6 register rerun.","Generated by Phase 6 marker-based serializer review; confirm against source before code changes."
