"Id","RowKind","System","Capability","Audience","ActivationState","PlayerEntryPath","AcquisitionPlacementEvidence","PlayerCommands","SourceFiles","PostBaselineChanges","ExistingInGameSurfaces","Reachability","Coverage","Decision","RecommendedSurface","Priority","PlayerRisk","SourceEvidence","ContentBrief","SpoilerBoundary","AcceptanceTest","ExternalDocs","Notes"
"IGD-SYS-custom-combat","SystemBoundary","Custom:Combat","Current source boundary: Custom:Combat","PlayerOrMixed","ActiveBySource","Varies by item use, speech, movement, combat, crafting, quest, vendor, region, or command.","Source-defined capability family; current source does not prove live-world placement.","EndTurn;EscapeCombat","Data/Scripts/Custom/Combat/AIOverhaul/AITacticalTargeting.cs;Data/Scripts/Custom/Combat/TurnBased/TurnBasedCombatCommands.cs;Data/Scripts/Custom/Combat/TurnBased/TurnBasedCombatConfiguration.cs;Data/Scripts/Custom/Combat/TurnBased/TurnBasedCombatGump.cs;Data/Scripts/Custom/Combat/TurnBased/TurnBasedCombatManager.cs;Data/Scripts/Custom/Combat/TurnBased/TurnBasedCombatSelfTest.cs","2 post-baseline commit(s); latest examples: 0afb8d25 2026-06-13 refactor: move ai overhaul workspace | 1afd1288 2026-08-09 Merge SAR branch into Live","Context-sensitive labels, messages, journals, books, or gumps vary within the family.","RuntimeUnknown","Partial","Incorporate","LibraryReference","P3","Medium until the custom system entry path, cost, persistence, and failure modes are checked against an in-game reference.","6 current source file(s) grouped by current path; first 12 plus every direct Player-command source are listed in SourceFiles. Existing inventory is ownership guidance only.","Add or refresh an in-game overview when this custom bucket exposes a distinct player mechanic; otherwise record an explicit exclusion in the detailed review.","Do not enumerate ordinary content variants or reveal locations and solutions.","Verify the detailed row or exclusion for each player-facing custom capability and stage-test its teaching surface.","","Boundary census row. Detailed rows carry incorporation work."
"IGD-SYS-custom-government-system","SystemBoundary","Custom:Government System","Current source boundary: Custom:Government System","PlayerOrMixed","ActiveBySource","Varies by item use, speech, movement, combat, crafting, quest, vendor, region, or command.","Source-defined capability family; current source does not prove live-world placement.","GovHelp;MoveBox;MoveVendor","Data/Scripts/Custom/Government System/CityEnums.cs;Data/Scripts/Custom/Government System/CityUpgradeSystem.cs;Data/Scripts/Custom/Government System/Commands/AdminAdd.cs;Data/Scripts/Custom/Government System/Commands/FindCities.cs;Data/Scripts/Custom/Government System/Commands/GovernmentTestingCommand.cs;Data/Scripts/Custom/Government System/Commands/GovHelp.cs;Data/Scripts/Custom/Government System/GovernmentTestingMode.cs;Data/Scripts/Custom/Government System/Gumps/AcceptJoinGump.cs;Data/Scripts/Custom/Government System/Gumps/AdminAddGump.cs;Data/Scripts/Custom/Government System/Gumps/AssistMayorGump.cs;Data/Scripts/Custom/Government System/Gumps/CancelAllegiancesGump.cs;Data/Scripts/Custom/Government System/Gumps/ChangeCitizenTitleGump.cs;Data/Scripts/Custom/Government System/Vendor/CityPlayerVendor.cs","24 post-baseline commit(s); latest examples: eb288fdf 2024-01-09 Work-around Allowing Staff to Replace Improperly Deleted Cities | fa4f169e 2023-12-22 Automatic Standardizing of Code Formatting | fe294cce 2026-06-14 fix: harden runtime hook source queue","Context-sensitive labels, messages, journals, books, or gumps vary within the family.","RuntimeUnknown","Partial","RefreshExisting","SystemHelpGump","P1","High: founding, taxes, elections, authority, treasury, bans, wars, and civic purchases can create persistent loss or obligations.","207 current source file(s) grouped by current path; first 12 plus every direct Player-command source are listed in SourceFiles. Existing inventory is ownership guidance only.","Refresh the government help gump around the current founding, treasury, maintenance, election, authority, ban, war, and disband rules.","Do not enumerate ordinary content variants or reveal locations and solutions.","On staging, exercise every help page from an ordinary player and verify current costs, permissions, persistence, and destructive confirmations.","","Boundary census row. Detailed rows carry incorporation work."
"IGD-SYS-custom-integrations","SystemBoundary","Custom:Integrations","Current source boundary: Custom:Integrations","PlayerOrMixed","ActiveBySource","Varies by item use, speech, movement, combat, crafting, quest, vendor, region, or command.","Source-defined capability family; current source does not prove live-world placement.","","Data/Scripts/Custom/Integrations/Discord/TownCrierDiscord.cs","1 post-baseline commit(s); latest examples: 1afd1288 2026-08-09 Merge SAR branch into Live","Context-sensitive labels, messages, journals, books, or gumps vary within the family.","RuntimeUnknown","Partial","Incorporate","LibraryReference","P3","Medium until the custom system entry path, cost, persistence, and failure modes are checked against an in-game reference.","1 current source file(s) grouped by current path; first 12 plus every direct Player-command source are listed in SourceFiles. Existing inventory is ownership guidance only.","Add or refresh an in-game overview when this custom bucket exposes a distinct player mechanic; otherwise record an explicit exclusion in the detailed review.","Do not enumerate ordinary content variants or reveal locations and solutions.","Verify the detailed row or exclusion for each player-facing custom capability and stage-test its teaching surface.","","Boundary census row. Detailed rows carry incorporation work."
"IGD-SYS-custom-invasion-system","SystemBoundary","Custom:Invasion System","Current source boundary: Custom:Invasion System","PlayerOrMixed","ActiveBySource","Varies by item use, speech, movement, combat, crafting, quest, vendor, region, or command.","Source-defined capability family; current source does not prove live-world placement.","","Data/Scripts/Custom/Invasion System/Add Ins/BaseSpecialCreature.cs;Data/Scripts/Custom/Invasion System/Add Ins/Lord BlackThorn Clone.cs;Data/Scripts/Custom/Invasion System/Add Ins/Metal Assemblies/Assembly Analyzer.cs;Data/Scripts/Custom/Invasion System/Add Ins/Metal Assemblies/Assembly Repair Kit.cs;Data/Scripts/Custom/Invasion System/Add Ins/Metal Assemblies/Assembly Upgrade Kit.cs;Data/Scripts/Custom/Invasion System/Add Ins/Metal Assemblies/ASSEMBLY/BaseAssembly.cs;Data/Scripts/Custom/Invasion System/Add Ins/Metal Assemblies/ASSEMBLY/IronDragon.cs;Data/Scripts/Custom/Invasion System/Add Ins/Metal Assemblies/ASSEMBLY/MechGargoyle.cs;Data/Scripts/Custom/Invasion System/Add Ins/Metal Assemblies/ASSEMBLY/MetalDaemon.cs;Data/Scripts/Custom/Invasion System/Add Ins/Metal Assemblies/ASSEMBLY/Overseer.cs;Data/Scripts/Custom/Invasion System/Add Ins/Metal Assemblies/ASSEMBLY/runicGolem.cs;Data/Scripts/Custom/Invasion System/Add Ins/Metal Assemblies/Bags/IronDragonBag.cs","13 post-baseline commit(s); latest examples: e2aea94a 2024-01-25 Invasion System Refactor | e58cffd8 2026-06-08 fix: free invasion mobile feature enumerables | fe294cce 2026-06-14 fix: harden runtime hook source queue","Context-sensitive labels, messages, journals, books, or gumps vary within the family.","RuntimeUnknown","IntentionalDiscovery","RefreshExisting","LoreBook","P3","Medium: danger and cleanup behavior should be foreshadowed while locations, rewards, and encounter solutions remain discoveries.","100 current source file(s) grouped by current path; first 12 plus every direct Player-command source are listed in SourceFiles. Existing inventory is ownership guidance only.","Add or refresh an in-game overview when this custom bucket exposes a distinct player mechanic; otherwise record an explicit exclusion in the detailed review.","Teach warning signs, danger, persistence, and clue paths; hide spawn locations, reward tables, and solutions.","Verify the detailed row or exclusion for each player-facing custom capability and stage-test its teaching surface.","","Boundary census row. Detailed rows carry incorporation work."
"IGD-SYS-custom-lorebooks","SystemBoundary","Custom:LoreBooks","Current source boundary: Custom:LoreBooks","PlayerOrMixed","ActiveBySource","Varies by item use, speech, movement, combat, crafting, quest, vendor, region, or command.","Source-defined capability family; current source does not prove live-world placement.","","Data/Scripts/Custom/LoreBooks/LoreBookCatalog.cs","1 post-baseline commit(s); latest examples: 5b59e2da 2026-06-20 feat: add dynamic lore book catalog","Context-sensitive labels, messages, journals, books, or gumps vary within the family.","RuntimeUnknown","Partial","Incorporate","LibraryReference","P3","Medium until the custom system entry path, cost, persistence, and failure modes are checked against an in-game reference.","1 current source file(s) grouped by current path; first 12 plus every direct Player-command source are listed in SourceFiles. Existing inventory is ownership guidance only.","Add or refresh an in-game overview when this custom bucket exposes a distinct player mechanic; otherwise record an explicit exclusion in the detailed review.","Do not enumerate ordinary content variants or reveal locations and solutions.","Verify the detailed row or exclusion for each player-facing custom capability and stage-test its teaching surface.","","Boundary census row. Detailed rows carry incorporation work."
"IGD-SYS-custom-lotr-the-one-ring","SystemBoundary","Custom:LOTR - The One Ring","Current source boundary: Custom:LOTR - The One Ring","PlayerOrMixed","ActiveBySource","Varies by item use, speech, movement, combat, crafting, quest, vendor, region, or command.","Source-defined capability family; current source does not prove live-world placement.","","Data/Scripts/Custom/LOTR - The One Ring/RingWraith.cs;Data/Scripts/Custom/LOTR - The One Ring/TheOneRing.cs","1 post-baseline commit(s); latest examples: fa4f169e 2023-12-22 Automatic Standardizing of Code Formatting","Context-sensitive labels, messages, journals, books, or gumps vary within the family.","RuntimeUnknown","Partial","Incorporate","LibraryReference","P3","Medium until the custom system entry path, cost, persistence, and failure modes are checked against an in-game reference.","2 current source file(s) grouped by current path; first 12 plus every direct Player-command source are listed in SourceFiles. Existing inventory is ownership guidance only.","Add or refresh an in-game overview when this custom bucket exposes a distinct player mechanic; otherwise record an explicit exclusion in the detailed review.","Do not enumerate ordinary content variants or reveal locations and solutions.","Verify the detailed row or exclusion for each player-facing custom capability and stage-test its teaching surface.","","Boundary census row. Detailed rows carry incorporation work."
"IGD-SYS-custom-mobiles","SystemBoundary","Custom:Mobiles","Current source boundary: Custom:Mobiles","PlayerOrMixed","ActiveBySource","Varies by item use, speech, movement, combat, crafting, quest, vendor, region, or command.","Source-defined capability family; current source does not prove live-world placement.","","Data/Scripts/Custom/Mobiles/Civilized/GraveRobber.cs;Data/Scripts/Custom/Mobiles/Civilized/Malachi.cs;Data/Scripts/Custom/Mobiles/Civilized/RangerOfTheBritainMilitia.cs;Data/Scripts/Custom/Mobiles/Constructs/CursedAdventurer.cs;Data/Scripts/Custom/Mobiles/Constructs/DiosMonster.cs;Data/Scripts/Custom/Mobiles/Constructs/FinalExodus.cs;Data/Scripts/Custom/Mobiles/Constructs/ManaGolem.cs;Data/Scripts/Custom/Mobiles/Constructs/TombWarden.cs;Data/Scripts/Custom/Mobiles/Cultists/DarkCultist.cs;Data/Scripts/Custom/Mobiles/Cultists/DarkCultistApprentice.cs;Data/Scripts/Custom/Mobiles/Cultists/DarkDragonCultist.cs;Data/Scripts/Custom/Mobiles/Daemons/FallenAngel.cs","31 post-baseline commit(s); latest examples: ed070a6f 2025-09-07 Added The Mad Duke | edd2ebbd 2026-05-09 feat: add Godfrey 2026 premium mobs | fd61bde5 2025-09-07 Added Geode The Earth Spirit","Context-sensitive labels, messages, journals, books, or gumps vary within the family.","RuntimeUnknown","Partial","Incorporate","LibraryReference","P3","Medium until the custom system entry path, cost, persistence, and failure modes are checked against an in-game reference.","101 current source file(s) grouped by current path; first 12 plus every direct Player-command source are listed in SourceFiles. Existing inventory is ownership guidance only.","Add or refresh an in-game overview when this custom bucket exposes a distinct player mechanic; otherwise record an explicit exclusion in the detailed review.","Do not enumerate ordinary content variants or reveal locations and solutions.","Verify the detailed row or exclusion for each player-facing custom capability and stage-test its teaching surface.","","Boundary census row. Detailed rows carry incorporation work."
"IGD-SYS-custom-npc-control","SystemBoundary","Custom:NPC Control","Current source boundary: Custom:NPC Control","PlayerOrMixed","ActiveBySource","Varies by item use, speech, movement, combat, crafting, quest, vendor, region, or command.","Source-defined capability family; current source does not prove live-world placement.","","Data/Scripts/Custom/NPC Control/CloneCommands.cs;Data/Scripts/Custom/NPC Control/StaffCommands/CloneMe.cs;Data/Scripts/Custom/NPC Control/StaffCommands/GmMe.cs;Data/Scripts/Custom/NPC Control/StaffCommands/HearAll.cs;Data/Scripts/Custom/NPC Control/StaffCommands/Refresh.cs;Data/Scripts/Custom/NPC Control/StaffCommands/SayThis.cs","21 post-baseline commit(s); latest examples: ea4172ca 2025-09-14 Update CloneCommands.cs | f00a1e22 2025-09-16 NPC Control and Clone commands issues | fa4f169e 2023-12-22 Automatic Standardizing of Code Formatting","Context-sensitive labels, messages, journals, books, or gumps vary within the family.","RuntimeUnknown","Partial","Incorporate","LibraryReference","P3","Medium until the custom system entry path, cost, persistence, and failure modes are checked against an in-game reference.","6 current source file(s) grouped by current path; first 12 plus every direct Player-command source are listed in SourceFiles. Existing inventory is ownership guidance only.","Add or refresh an in-game overview when this custom bucket exposes a distinct player mechanic; otherwise record an explicit exclusion in the detailed review.","Do not enumerate ordinary content variants or reveal locations and solutions.","Verify the detailed row or exclusion for each player-facing custom capability and stage-test its teaching surface.","","Boundary census row. Detailed rows carry incorporation work."
"IGD-SYS-custom-offline-skill-training","SystemBoundary","Custom:Offline Skill Training","Current source boundary: Custom:Offline Skill Training","PlayerOrMixed","ActiveBySource","Varies by item use, speech, movement, combat, crafting, quest, vendor, region, or command.","Source-defined capability family; current source does not prove live-world placement.","","Data/Scripts/Custom/Offline Skill Training/Items/AdvancedStudyBooks.cs;Data/Scripts/Custom/Offline Skill Training/Items/LegendaryStudyBooks.cs;Data/Scripts/Custom/Offline Skill Training/Items/RandomStudyBooks.cs;Data/Scripts/Custom/Offline Skill Training/Items/StandardStudyBooks.cs;Data/Scripts/Custom/Offline Skill Training/Items/StudyBook.cs;Data/Scripts/Custom/Offline Skill Training/Vendors/SBStudyBookbinder.cs;Data/Scripts/Custom/Offline Skill Training/Vendors/StudyBookbinder.cs","14 post-baseline commit(s); latest examples: b0a6567c 2023-11-16 Update StudyBook.cs | e3857e96 2023-11-01 Update StudyBook.cs | fa4f169e 2023-12-22 Automatic Standardizing of Code Formatting","Context-sensitive labels, messages, journals, books, or gumps vary within the family.","RuntimeUnknown","Missing","Incorporate","Help","P1","High: the system changes persistent progression, property, combat consent, or unattended character behavior.","7 current source file(s) grouped by current path; first 12 plus every direct Player-command source are listed in SourceFiles. Existing inventory is ownership guidance only.","Add or refresh an in-game overview when this custom bucket exposes a distinct player mechanic; otherwise record an explicit exclusion in the detailed review.","Do not enumerate ordinary content variants or reveal locations and solutions.","Verify the detailed row or exclusion for each player-facing custom capability and stage-test its teaching surface.","","Boundary census row. Detailed rows carry incorporation work."
"IGD-SYS-custom-orbremoteserver","SystemBoundary","Custom:OrbRemoteServer","Current source boundary: Custom:OrbRemoteServer","PlayerOrMixed","ActiveBySource","Varies by item use, speech, movement, combat, crafting, quest, vendor, region, or command.","Source-defined capability family; current source does not prove live-world placement.","","Data/Scripts/Custom/OrbRemoteServer/MetalDoors.cs;Data/Scripts/Custom/OrbRemoteServer/OrbServer.cs;Data/Scripts/Custom/OrbRemoteServer/SEDoors.cs;Data/Scripts/Custom/OrbRemoteServer/UOArchitect/BaseOrbToolRequest.cs;Data/Scripts/Custom/OrbRemoteServer/UOArchitect/BoundingBoxEx.cs;Data/Scripts/Custom/OrbRemoteServer/UOArchitect/BuildDesignRequest.cs;Data/Scripts/Custom/OrbRemoteServer/UOArchitect/BuildDesignTarget.cs;Data/Scripts/Custom/OrbRemoteServer/UOArchitect/ClientCommands.cs;Data/Scripts/Custom/OrbRemoteServer/UOArchitect/DeleteItemsCommand.cs;Data/Scripts/Custom/OrbRemoteServer/UOArchitect/ExtractItemsRequest.cs;Data/Scripts/Custom/OrbRemoteServer/UOArchitect/GetLocationRequest.cs;Data/Scripts/Custom/OrbRemoteServer/UOArchitect/MobileSaver.cs","6 post-baseline commit(s); latest examples: ae7b15c7 2026-06-28 Revert ""Merge branch 'SAR' into main"" | b101e80f 2026-03-01 Merged in many test shard changes and brought in line with live shard | ded8a5e9 2026-03-01 Update OrbServer.cs","Context-sensitive labels, messages, journals, books, or gumps vary within the family.","RuntimeUnknown","Partial","Incorporate","LibraryReference","P3","Medium until the custom system entry path, cost, persistence, and failure modes are checked against an in-game reference.","15 current source file(s) grouped by current path; first 12 plus every direct Player-command source are listed in SourceFiles. Existing inventory is ownership guidance only.","Add or refresh an in-game overview when this custom bucket exposes a distinct player mechanic; otherwise record an explicit exclusion in the detailed review.","Do not enumerate ordinary content variants or reveal locations and solutions.","Verify the detailed row or exclusion for each player-facing custom capability and stage-test its teaching surface.","","Boundary census row. Detailed rows carry incorporation work."
"IGD-SYS-custom-pandorasgiftbox","SystemBoundary","Custom:PandorasGiftBox","Current source boundary: Custom:PandorasGiftBox","InternalOrStaff","ActiveBySource","No intended direct player entry path, except separately audited shared framework surfaces.","Source-defined capability family; current source does not prove live-world placement.","","Data/Scripts/Custom/PandorasGiftBox/PandorasGiftBox.cs","4 post-baseline commit(s); latest examples: ae7b15c7 2026-06-28 Revert ""Merge branch 'SAR' into main"" | b22e27d5 2026-06-09 fix: guard pandoras gift hooks | fa4f169e 2023-12-22 Automatic Standardizing of Code Formatting","Context-sensitive labels, messages, journals, books, or gumps vary within the family.","RuntimeUnknown","NotApplicable","NoDocumentationNeeded","ContextualFeedback","P4","None for player documentation: internal infrastructure, staff tooling, or framework behavior.","1 current source file(s) grouped by current path; first 12 plus every direct Player-command source are listed in SourceFiles. Existing inventory is ownership guidance only.","Exclude internal implementation and staff controls from player documentation; retain separate rows for any real player-facing capability built on the framework.","Do not enumerate ordinary content variants or reveal locations and solutions.","Confirm each distinct mechanic is represented by a detailed capability or canonical-topic row; sample ordinary variants for self-explanatory feedback.","","Explicit exclusion: staff-only or internal infrastructure."
"IGD-SYS-custom-player-range-sensitive-mod","SystemBoundary","Custom:Player Range Sensitive Mod","Current source boundary: Custom:Player Range Sensitive Mod","PlayerOrMixed","ActiveBySource","Varies by item use, speech, movement, combat, crafting, quest, vendor, region, or command.","Source-defined capability family; current source does not prove live-world placement.","","Data/Scripts/Custom/Player Range Sensitive Mod/setdeactivation.cs","2 post-baseline commit(s); latest examples: 0d1858e5 2023-11-26 AI Deactivation Delay | fa4f169e 2023-12-22 Automatic Standardizing of Code Formatting","Context-sensitive labels, messages, journals, books, or gumps vary within the family.","RuntimeUnknown","Partial","Incorporate","LibraryReference","P3","Medium until the custom system entry path, cost, persistence, and failure modes are checked against an in-game reference.","1 current source file(s) grouped by current path; first 12 plus every direct Player-command source are listed in SourceFiles. Existing inventory is ownership guidance only.","Add or refresh an in-game overview when this custom bucket exposes a distinct player mechanic; otherwise record an explicit exclusion in the detailed review.","Do not enumerate ordinary content variants or reveal locations and solutions.","Verify the detailed row or exclusion for each player-facing custom capability and stage-test its teaching surface.","","Boundary census row. Detailed rows carry incorporation work."
"IGD-SYS-custom-point-command-2-0","SystemBoundary","Custom:Point Command [2.0]","Current source boundary: Custom:Point Command [2.0]","PlayerOrMixed","ActiveBySource","Varies by item use, speech, movement, combat, crafting, quest, vendor, region, or command.","Source-defined capability family; current source does not prove live-world placement.","Point","Data/Scripts/Custom/Point Command [2.0]/Point.cs","1 post-baseline commit(s); latest examples: fa4f169e 2023-12-22 Automatic Standardizing of Code Formatting","Context-sensitive labels, messages, journals, books, or gumps vary within the family.","RuntimeUnknown","Partial","Incorporate","LibraryReference","P3","Medium until the custom system entry path, cost, persistence, and failure modes are checked against an in-game reference.","1 current source file(s) grouped by current path; first 12 plus every direct Player-command source are listed in SourceFiles. Existing inventory is ownership guidance only.","Add or refresh an in-game overview when this custom bucket exposes a distinct player mechanic; otherwise record an explicit exclusion in the detailed review.","Do not enumerate ordinary content variants or reveal locations and solutions.","Verify the detailed row or exclusion for each player-facing custom capability and stage-test its teaching surface.","","Boundary census row. Detailed rows carry incorporation work."
"IGD-SYS-custom-progression","SystemBoundary","Custom:Progression","Current source boundary: Custom:Progression","PlayerOrMixed","ActiveBySource","Varies by item use, speech, movement, combat, crafting, quest, vendor, region, or command.","Source-defined capability family; current source does not prove live-world placement.","","Data/Scripts/Custom/Progression/CharacterLevel/CharacterLevelCommands.cs;Data/Scripts/Custom/Progression/CharacterLevel/CharacterLevelService.cs","2 post-baseline commit(s); latest examples: 1afd1288 2026-08-09 Merge SAR branch into Live | 623c30d0 2026-06-13 refactor: move character level scripts","Context-sensitive labels, messages, journals, books, or gumps vary within the family.","RuntimeUnknown","Partial","Incorporate","LibraryReference","P1","High: persistent character progression and service commands need an authoritative in-game explanation.","2 current source file(s) grouped by current path; first 12 plus every direct Player-command source are listed in SourceFiles. Existing inventory is ownership guidance only.","Add or refresh an in-game overview when this custom bucket exposes a distinct player mechanic; otherwise record an explicit exclusion in the detailed review.","Do not enumerate ordinary content variants or reveal locations and solutions.","Verify the detailed row or exclusion for each player-facing custom capability and stage-test its teaching surface.","","Boundary census row. Detailed rows carry incorporation work."
"IGD-SYS-custom-pve","SystemBoundary","Custom:PvE","Current source boundary: Custom:PvE","PlayerOrMixed","ActiveBySource","Varies by item use, speech, movement, combat, crafting, quest, vendor, region, or command.","Source-defined capability family; current source does not prove live-world placement.","","Data/Scripts/Custom/PvE/CloneOfflinePlayerCharacters/BackpackClone.cs;Data/Scripts/Custom/PvE/CloneOfflinePlayerCharacters/CharacterClone.cs;Data/Scripts/Custom/PvE/CloneOfflinePlayerCharacters/CheckClonesCommand.cs;Data/Scripts/Custom/PvE/CloneOfflinePlayerCharacters/CloneOfflinePlayerCharacters.cs;Data/Scripts/Custom/PvE/CloneOfflinePlayerCharacters/CloneThings.cs;Data/Scripts/Custom/PvE/CloneOfflinePlayerCharacters/EtherealMountClone.cs;Data/Scripts/Custom/PvE/CloneOfflinePlayerCharacters/MountClone.cs;Data/Scripts/Custom/PvE/MobileBalance/MobileBalanceCatalog.cs;Data/Scripts/Custom/PvE/MobileBalance/MobileBalanceItems.Armor.cs;Data/Scripts/Custom/PvE/MobileBalance/MobileBalanceItems.TalismansAndTrophies.cs;Data/Scripts/Custom/PvE/MobileBalance/MobileBalanceItems.Weapons.cs;Data/Scripts/Custom/PvE/MobileBalance/SignedEquipSkillModController.cs","4 post-baseline commit(s); latest examples: 50163cd6 2026-06-13 refactor: move clone offline workspace | 6f4df4cc 2026-06-13 refactor: move random encounters workspace | 87a2b18b 2026-06-13 refactor: move monster nests workspace","Context-sensitive labels, messages, journals, books, or gumps vary within the family.","RuntimeUnknown","Partial","Incorporate","LibraryReference","P3","Medium until the custom system entry path, cost, persistence, and failure modes are checked against an in-game reference.","29 current source file(s) grouped by current path; first 12 plus every direct Player-command source are listed in SourceFiles. Existing inventory is ownership guidance only.","Add or refresh an in-game overview when this custom bucket exposes a distinct player mechanic; otherwise record an explicit exclusion in the detailed review.","Do not enumerate ordinary content variants or reveal locations and solutions.","Verify the detailed row or exclusion for each player-facing custom capability and stage-test its teaching surface.","","Boundary census row. Detailed rows carry incorporation work."
"IGD-SYS-custom-pvpconsent","SystemBoundary","Custom:PvPConsent","Current source boundary: Custom:PvPConsent","PlayerOrMixed","ActiveBySource","Varies by item use, speech, movement, combat, crafting, quest, vendor, region, or command.","Source-defined capability family; current source does not prove live-world placement.","ChoosePvP","Data/Scripts/Custom/PvPConsent/GoddessOfProtection.cs;Data/Scripts/Custom/PvPConsent/Gumps/PKNONPKGUMP.cs;Data/Scripts/Custom/PvPConsent/NONPKEventMoongate.cs;Data/Scripts/Custom/PvPConsent/NONPKSword.cs;Data/Scripts/Custom/PvPConsent/PKSword.cs","3 post-baseline commit(s); latest examples: b101e80f 2026-03-01 Merged in many test shard changes and brought in line with live shard | e4b11f8d 2025-10-30 Moved GUMPs to their own folders | fa4f169e 2023-12-22 Automatic Standardizing of Code Formatting","Context-sensitive labels, messages, journals, books, or gumps vary within the family.","RuntimeUnknown","Partial","Incorporate","LibraryReference","P3","Medium until the custom system entry path, cost, persistence, and failure modes are checked against an in-game reference.","5 current source file(s) grouped by current path; first 12 plus every direct Player-command source are listed in SourceFiles. Existing inventory is ownership guidance only.","Add or refresh an in-game overview when this custom bucket exposes a distinct player mechanic; otherwise record an explicit exclusion in the detailed review.","Do not enumerate ordinary content variants or reveal locations and solutions.","Verify the detailed row or exclusion for each player-facing custom capability and stage-test its teaching surface.","","Boundary census row. Detailed rows carry incorporation work."
"IGD-SYS-custom-searches","SystemBoundary","Custom:Searches","Current source boundary: Custom:Searches","PlayerOrMixed","ActiveBySource","Varies by item use, speech, movement, combat, crafting, quest, vendor, region, or command.","Source-defined capability family; current source does not prove live-world placement.","search","Data/Scripts/Custom/Searches/BaseEntry.cs;Data/Scripts/Custom/Searches/CircleSearch.cs;Data/Scripts/Custom/Searches/Commands.cs;Data/Scripts/Custom/Searches/Helpers.cs;Data/Scripts/Custom/Searches/LineSearch.cs;Data/Scripts/Custom/Searches/OctantSearch.cs;Data/Scripts/Custom/Searches/Searches.cs;Data/Scripts/Custom/Searches/SpiralSearch.cs;Data/Scripts/Custom/Searches/Types.cs","1 post-baseline commit(s); latest examples: fa4f169e 2023-12-22 Automatic Standardizing of Code Formatting","Context-sensitive labels, messages, journals, books, or gumps vary within the family.","RuntimeUnknown","Partial","Incorporate","LibraryReference","P3","Medium until the custom system entry path, cost, persistence, and failure modes are checked against an in-game reference.","9 current source file(s) grouped by current path; first 12 plus every direct Player-command source are listed in SourceFiles. Existing inventory is ownership guidance only.","Add or refresh an in-game overview when this custom bucket exposes a distinct player mechanic; otherwise record an explicit exclusion in the detailed review.","Do not enumerate ordinary content variants or reveal locations and solutions.","Verify the detailed row or exclusion for each player-facing custom capability and stage-test its teaching surface.","","Boundary census row. Detailed rows carry incorporation work."
