"Id","SourceId","Priority","Status","System","Category","Files","Evidence","Risk","RecommendedFix","Verification","Notes","Source"
"RB-05146","P10-F05146","P1","Ready","Regions","Region and map assumptions","Data/Scripts/System/Regions/MazeRegion.cs","Region:L38:public override void OnExit(Mobile m); Guards=MapGuard;StateGuard","Runtime;Policy;Travel;PvP","Review map-specific behavior, guarded/town checks, travel restrictions, city regions, housing regions, and PvP/event policy interactions.","Re-run New-RuntimeHookMap.ps1 after region edits; run affected build.","Generated by Phase 10 risk-specific review; confirm against source before source edits.","Phase 10 risk-specific review"
"RB-05147","P10-F05147","P1","Ready","Regions","Region and map assumptions","Data/Scripts/System/Regions/MoonCore.cs","Region:L39:public override void OnEnter(Mobile m); Guards=AccessGuard;MapGuard;StateGuard","Runtime;Policy;Travel;PvP","Review map-specific behavior, guarded/town checks, travel restrictions, city regions, housing regions, and PvP/event policy interactions.","Re-run New-RuntimeHookMap.ps1 after region edits; run affected build.","Generated by Phase 10 risk-specific review; confirm against source before source edits.","Phase 10 risk-specific review"
"RB-05148","P10-F05148","P1","Ready","Regions","Region and map assumptions","Data/Scripts/System/Regions/MoonCore.cs","Region:L86:public override void OnExit(Mobile m); Guards=AccessGuard;MapGuard;StateGuard","Runtime;Policy;Travel;PvP","Review map-specific behavior, guarded/town checks, travel restrictions, city regions, housing regions, and PvP/event policy interactions.","Re-run New-RuntimeHookMap.ps1 after region edits; run affected build.","Generated by Phase 10 risk-specific review; confirm against source before source edits.","Phase 10 risk-specific review"
"RB-05149","P10-F05149","P1","Ready","Regions","Region and map assumptions","Data/Scripts/System/Regions/NecromancerRegion.cs","Region:L17:public override bool AllowHarmful(Mobile from, Mobile target); Guards=MapGuard;StateGuard","Runtime;Policy;Travel;PvP","Review map-specific behavior, guarded/town checks, travel restrictions, city regions, housing regions, and PvP/event policy interactions.","Re-run New-RuntimeHookMap.ps1 after region edits; run affected build.","Generated by Phase 10 risk-specific review; confirm against source before source edits.","Phase 10 risk-specific review"
"RB-05150","P10-F05150","P1","Ready","Regions","Region and map assumptions","Data/Scripts/System/Regions/NecromancerRegion.cs","Region:L39:public override void OnEnter(Mobile m); Guards=MapGuard;StateGuard","Runtime;Policy;Travel;PvP","Review map-specific behavior, guarded/town checks, travel restrictions, city regions, housing regions, and PvP/event policy interactions.","Re-run New-RuntimeHookMap.ps1 after region edits; run affected build.","Generated by Phase 10 risk-specific review; confirm against source before source edits.","Phase 10 risk-specific review"
"RB-05151","P10-F05151","P1","Ready","Regions","Region and map assumptions","Data/Scripts/System/Regions/NecromancerRegion.cs","Region:L50:public override void OnExit(Mobile m); Guards=MapGuard;StateGuard","Runtime;Policy;Travel;PvP","Review map-specific behavior, guarded/town checks, travel restrictions, city regions, housing regions, and PvP/event policy interactions.","Re-run New-RuntimeHookMap.ps1 after region edits; run affected build.","Generated by Phase 10 risk-specific review; confirm against source before source edits.","Phase 10 risk-specific review"
"RB-05152","P10-F05152","P1","Ready","Regions","Region and map assumptions","Data/Scripts/System/Regions/OutDoorBadRegion.cs","Region:L31:public override void OnEnter(Mobile m); Guards=MapGuard;StateGuard","Runtime;Policy;Travel;PvP","Review map-specific behavior, guarded/town checks, travel restrictions, city regions, housing regions, and PvP/event policy interactions.","Re-run New-RuntimeHookMap.ps1 after region edits; run affected build.","Generated by Phase 10 risk-specific review; confirm against source before source edits.","Phase 10 risk-specific review"
"RB-05153","P10-F05153","P1","Ready","Regions","Region and map assumptions","Data/Scripts/System/Regions/OutDoorBadRegion.cs","Region:L42:public override void OnExit(Mobile m); Guards=MapGuard;StateGuard","Runtime;Policy;Travel;PvP","Review map-specific behavior, guarded/town checks, travel restrictions, city regions, housing regions, and PvP/event policy interactions.","Re-run New-RuntimeHookMap.ps1 after region edits; run affected build.","Generated by Phase 10 risk-specific review; confirm against source before source edits.","Phase 10 risk-specific review"
"RB-05154","P10-F05154","P1","Ready","Regions","Region and map assumptions","Data/Scripts/System/Regions/OutDoorRegion.cs","Region:L39:public override void OnEnter(Mobile m); Guards=MapGuard;RangeGuard;StateGuard","Runtime;Policy;Travel;PvP","Review map-specific behavior, guarded/town checks, travel restrictions, city regions, housing regions, and PvP/event policy interactions.","Re-run New-RuntimeHookMap.ps1 after region edits; run affected build.","Generated by Phase 10 risk-specific review; confirm against source before source edits.","Phase 10 risk-specific review"
"RB-05155","P10-F05155","P1","Ready","Regions","Region and map assumptions","Data/Scripts/System/Regions/OutDoorRegion.cs","Region:L53:public override void OnExit(Mobile m); Guards=MapGuard;RangeGuard;StateGuard","Runtime;Policy;Travel;PvP","Review map-specific behavior, guarded/town checks, travel restrictions, city regions, housing regions, and PvP/event policy interactions.","Re-run New-RuntimeHookMap.ps1 after region edits; run affected build.","Generated by Phase 10 risk-specific review; confirm against source before source edits.","Phase 10 risk-specific review"
"RB-05156","P10-F05156","P1","Ready","Regions","Region and map assumptions","Data/Scripts/System/Regions/PirateRegion.cs","Region:L26:public override void OnEnter(Mobile m); Guards=MapGuard","Runtime;Policy;Travel;PvP","Review map-specific behavior, guarded/town checks, travel restrictions, city regions, housing regions, and PvP/event policy interactions.","Re-run New-RuntimeHookMap.ps1 after region edits; run affected build.","Generated by Phase 10 risk-specific review; confirm against source before source edits.","Phase 10 risk-specific review"
"RB-05157","P10-F05157","P1","Ready","Regions","Region and map assumptions","Data/Scripts/System/Regions/PirateRegion.cs","Region:L37:public override void OnExit(Mobile m); Guards=MapGuard","Runtime;Policy;Travel;PvP","Review map-specific behavior, guarded/town checks, travel restrictions, city regions, housing regions, and PvP/event policy interactions.","Re-run New-RuntimeHookMap.ps1 after region edits; run affected build.","Generated by Phase 10 risk-specific review; confirm against source before source edits.","Phase 10 risk-specific review"
"RB-05158","P10-F05158","P1","Ready","Regions","Region and map assumptions","Data/Scripts/System/Regions/PrisonArea.cs","Region:L36:public override bool AllowHarmful(Mobile from, Mobile target); Guards=MapGuard;StateGuard","Runtime;Policy;Travel;PvP","Review map-specific behavior, guarded/town checks, travel restrictions, city regions, housing regions, and PvP/event policy interactions.","Re-run New-RuntimeHookMap.ps1 after region edits; run affected build.","Generated by Phase 10 risk-specific review; confirm against source before source edits.","Phase 10 risk-specific review"
"RB-05159","P10-F05159","P1","Ready","Regions","Region and map assumptions","Data/Scripts/System/Regions/PrisonArea.cs","Region:L47:public override void OnEnter(Mobile m); Guards=MapGuard;StateGuard","Runtime;Policy;Travel;PvP","Review map-specific behavior, guarded/town checks, travel restrictions, city regions, housing regions, and PvP/event policy interactions.","Re-run New-RuntimeHookMap.ps1 after region edits; run affected build.","Generated by Phase 10 risk-specific review; confirm against source before source edits.","Phase 10 risk-specific review"
"RB-05160","P10-F05160","P1","Ready","Regions","Region and map assumptions","Data/Scripts/System/Regions/ProtectedRegion.cs","Region:L46:public override bool AllowHarmful(Mobile from, Mobile target); Guards=BoundsGuard;MapGuard;StateGuard","Runtime;Policy;Travel;PvP","Review map-specific behavior, guarded/town checks, travel restrictions, city regions, housing regions, and PvP/event policy interactions.","Re-run New-RuntimeHookMap.ps1 after region edits; run affected build.","Generated by Phase 10 risk-specific review; confirm against source before source edits.","Phase 10 risk-specific review"
"RB-05161","P10-F05161","P1","Ready","Regions","Region and map assumptions","Data/Scripts/System/Regions/ProtectedRegion.cs","Region:L65:public override void OnEnter(Mobile m); Guards=BoundsGuard;MapGuard;StateGuard","Runtime;Policy;Travel;PvP","Review map-specific behavior, guarded/town checks, travel restrictions, city regions, housing regions, and PvP/event policy interactions.","Re-run New-RuntimeHookMap.ps1 after region edits; run affected build.","Generated by Phase 10 risk-specific review; confirm against source before source edits.","Phase 10 risk-specific review"
"RB-05162","P10-F05162","P1","Ready","Regions","Region and map assumptions","Data/Scripts/System/Regions/ProtectedRegion.cs","Region:L76:public override void OnExit(Mobile m); Guards=BoundsGuard;MapGuard;StateGuard","Runtime;Policy;Travel;PvP","Review map-specific behavior, guarded/town checks, travel restrictions, city regions, housing regions, and PvP/event policy interactions.","Re-run New-RuntimeHookMap.ps1 after region edits; run affected build.","Generated by Phase 10 risk-specific review; confirm against source before source edits.","Phase 10 risk-specific review"
"RB-05163","P10-F05163","P1","Ready","Regions","Region and map assumptions","Data/Scripts/System/Regions/PublicRegion.cs","Region:L41:public override bool AllowHarmful(Mobile from, Mobile target); Guards=MapGuard;StateGuard","Runtime;Policy;Travel;PvP","Review map-specific behavior, guarded/town checks, travel restrictions, city regions, housing regions, and PvP/event policy interactions.","Re-run New-RuntimeHookMap.ps1 after region edits; run affected build.","Generated by Phase 10 risk-specific review; confirm against source before source edits.","Phase 10 risk-specific review"
"RB-05164","P10-F05164","P1","Ready","Regions","Region and map assumptions","Data/Scripts/System/Regions/PublicRegion.cs","Region:L62:public override void OnEnter(Mobile m); Guards=MapGuard;StateGuard","Runtime;Policy;Travel;PvP","Review map-specific behavior, guarded/town checks, travel restrictions, city regions, housing regions, and PvP/event policy interactions.","Re-run New-RuntimeHookMap.ps1 after region edits; run affected build.","Generated by Phase 10 risk-specific review; confirm against source before source edits.","Phase 10 risk-specific review"
"RB-05165","P10-F05165","P1","Ready","Regions","Region and map assumptions","Data/Scripts/System/Regions/PublicRegion.cs","Region:L128:public override void OnExit(Mobile m); Guards=MapGuard;StateGuard","Runtime;Policy;Travel;PvP","Review map-specific behavior, guarded/town checks, travel restrictions, city regions, housing regions, and PvP/event policy interactions.","Re-run New-RuntimeHookMap.ps1 after region edits; run affected build.","Generated by Phase 10 risk-specific review; confirm against source before source edits.","Phase 10 risk-specific review"
"RB-05166","P10-F05166","P1","Ready","Regions","Region and map assumptions","Data/Scripts/System/Regions/SafeRegion.cs","Region:L44:public override bool AllowHarmful(Mobile from, Mobile target); Guards=MapGuard;NullGuard;StateGuard","Runtime;Policy;Travel;PvP","Review map-specific behavior, guarded/town checks, travel restrictions, city regions, housing regions, and PvP/event policy interactions.","Re-run New-RuntimeHookMap.ps1 after region edits; run affected build.","Generated by Phase 10 risk-specific review; confirm against source before source edits.","Phase 10 risk-specific review"
"RB-05167","P10-F05167","P1","Ready","Regions","Region and map assumptions","Data/Scripts/System/Regions/SafeRegion.cs","Region:L73:public override void OnEnter(Mobile m); Guards=MapGuard;NullGuard;StateGuard","Runtime;Policy;Travel;PvP","Review map-specific behavior, guarded/town checks, travel restrictions, city regions, housing regions, and PvP/event policy interactions.","Re-run New-RuntimeHookMap.ps1 after region edits; run affected build.","Generated by Phase 10 risk-specific review; confirm against source before source edits.","Phase 10 risk-specific review"
"RB-05168","P10-F05168","P1","Ready","Regions","Region and map assumptions","Data/Scripts/System/Regions/SafeRegion.cs","Region:L110:public override void OnExit(Mobile m); Guards=MapGuard;NullGuard;StateGuard","Runtime;Policy;Travel;PvP","Review map-specific behavior, guarded/town checks, travel restrictions, city regions, housing regions, and PvP/event policy interactions.","Re-run New-RuntimeHookMap.ps1 after region edits; run affected build.","Generated by Phase 10 risk-specific review; confirm against source before source edits.","Phase 10 risk-specific review"
"RB-05169","P10-F05169","P1","Ready","Regions","Region and map assumptions","Data/Scripts/System/Regions/SavageRegion.cs","Region:L39:public override bool AllowHarmful(Mobile from, Mobile target); Guards=AccessGuard;MapGuard;StateGuard","Runtime;Policy;Travel;PvP","Review map-specific behavior, guarded/town checks, travel restrictions, city regions, housing regions, and PvP/event policy interactions.","Re-run New-RuntimeHookMap.ps1 after region edits; run affected build.","Generated by Phase 10 risk-specific review; confirm against source before source edits.","Phase 10 risk-specific review"
"RB-05170","P10-F05170","P1","Ready","Regions","Region and map assumptions","Data/Scripts/System/Regions/SavageRegion.cs","Region:L53:public override void OnEnter(Mobile m); Guards=AccessGuard;MapGuard;StateGuard","Runtime;Policy;Travel;PvP","Review map-specific behavior, guarded/town checks, travel restrictions, city regions, housing regions, and PvP/event policy interactions.","Re-run New-RuntimeHookMap.ps1 after region edits; run affected build.","Generated by Phase 10 risk-specific review; confirm against source before source edits.","Phase 10 risk-specific review"
"RB-05171","P10-F05171","P1","Ready","Regions","Region and map assumptions","Data/Scripts/System/Regions/SkyHomeRegion.cs","Region:L22:public override void OnEnter(Mobile m); Guards=MapGuard;StateGuard","Runtime;Policy;Travel;PvP","Review map-specific behavior, guarded/town checks, travel restrictions, city regions, housing regions, and PvP/event policy interactions.","Re-run New-RuntimeHookMap.ps1 after region edits; run affected build.","Generated by Phase 10 risk-specific review; confirm against source before source edits.","Phase 10 risk-specific review"
"RB-05172","P10-F05172","P1","Ready","Regions","Region and map assumptions","Data/Scripts/System/Regions/SkyHomeRegion.cs","Region:L28:public override void OnExit(Mobile m); Guards=MapGuard;StateGuard","Runtime;Policy;Travel;PvP","Review map-specific behavior, guarded/town checks, travel restrictions, city regions, housing regions, and PvP/event policy interactions.","Re-run New-RuntimeHookMap.ps1 after region edits; run affected build.","Generated by Phase 10 risk-specific review; confirm against source before source edits.","Phase 10 risk-specific review"
"RB-05173","P10-F05173","P1","Ready","Regions","Region and map assumptions","Data/Scripts/System/Regions/StartRegion.cs","Region:L56:public override bool AllowHarmful(Mobile from, Mobile target); Guards=MapGuard;StateGuard","Runtime;Policy;Travel;PvP","Review map-specific behavior, guarded/town checks, travel restrictions, city regions, housing regions, and PvP/event policy interactions.","Re-run New-RuntimeHookMap.ps1 after region edits; run affected build.","Generated by Phase 10 risk-specific review; confirm against source before source edits.","Phase 10 risk-specific review"
"RB-05174","P10-F05174","P1","Ready","Regions","Region and map assumptions","Data/Scripts/System/Regions/StartRegion.cs","Region:L70:public override void OnEnter(Mobile m); Guards=MapGuard;StateGuard","Runtime;Policy;Travel;PvP","Review map-specific behavior, guarded/town checks, travel restrictions, city regions, housing regions, and PvP/event policy interactions.","Re-run New-RuntimeHookMap.ps1 after region edits; run affected build.","Generated by Phase 10 risk-specific review; confirm against source before source edits.","Phase 10 risk-specific review"
"RB-05175","P10-F05175","P1","Ready","Regions","Region and map assumptions","Data/Scripts/System/Regions/StartRegion.cs","Region:L86:public override void OnExit(Mobile m); Guards=MapGuard;StateGuard","Runtime;Policy;Travel;PvP","Review map-specific behavior, guarded/town checks, travel restrictions, city regions, housing regions, and PvP/event policy interactions.","Re-run New-RuntimeHookMap.ps1 after region edits; run affected build.","Generated by Phase 10 risk-specific review; confirm against source before source edits.","Phase 10 risk-specific review"
"RB-05176","P10-F05176","P1","Ready","Regions","Region and map assumptions","Data/Scripts/System/Regions/UmbraRegion.cs","Region:L33:public override void OnEnter(Mobile m); Guards=MapGuard;StateGuard","Runtime;Policy;Travel;PvP","Review map-specific behavior, guarded/town checks, travel restrictions, city regions, housing regions, and PvP/event policy interactions.","Re-run New-RuntimeHookMap.ps1 after region edits; run affected build.","Generated by Phase 10 risk-specific review; confirm against source before source edits.","Phase 10 risk-specific review"
"RB-05177","P10-F05177","P1","Ready","Regions","Region and map assumptions","Data/Scripts/System/Regions/UmbraRegion.cs","Region:L44:public override void OnExit(Mobile m); Guards=MapGuard;StateGuard","Runtime;Policy;Travel;PvP","Review map-specific behavior, guarded/town checks, travel restrictions, city regions, housing regions, and PvP/event policy interactions.","Re-run New-RuntimeHookMap.ps1 after region edits; run affected build.","Generated by Phase 10 risk-specific review; confirm against source before source edits.","Phase 10 risk-specific review"
"RB-05178","P10-F05178","P1","Ready","Housing","Region and map assumptions","Data/Scripts/System/Regions/UnderHouseRegion.cs","Region:L27:public override bool AllowHarmful(Mobile from, Mobile target); Guards=MapGuard;StateGuard","Runtime;Policy;Travel;PvP","Review map-specific behavior, guarded/town checks, travel restrictions, city regions, housing regions, and PvP/event policy interactions.","Re-run New-RuntimeHookMap.ps1 after region edits; run affected build.","Generated by Phase 10 risk-specific review; confirm against source before source edits.","Phase 10 risk-specific review"
"RB-05179","P10-F05179","P1","Ready","Housing","Region and map assumptions","Data/Scripts/System/Regions/UnderHouseRegion.cs","Region:L40:public override void OnEnter(Mobile m); Guards=MapGuard;StateGuard","Runtime;Policy;Travel;PvP","Review map-specific behavior, guarded/town checks, travel restrictions, city regions, housing regions, and PvP/event policy interactions.","Re-run New-RuntimeHookMap.ps1 after region edits; run affected build.","Generated by Phase 10 risk-specific review; confirm against source before source edits.","Phase 10 risk-specific review"
"RB-05180","P10-F05180","P1","Ready","Housing","Region and map assumptions","Data/Scripts/System/Regions/UnderHouseRegion.cs","Region:L46:public override void OnExit(Mobile m); Guards=MapGuard;StateGuard","Runtime;Policy;Travel;PvP","Review map-specific behavior, guarded/town checks, travel restrictions, city regions, housing regions, and PvP/event policy interactions.","Re-run New-RuntimeHookMap.ps1 after region edits; run affected build.","Generated by Phase 10 risk-specific review; confirm against source before source edits.","Phase 10 risk-specific review"
"RB-05181","P10-F05181","P1","Ready","Regions","Region and map assumptions","Data/Scripts/System/Regions/VillageRegion.cs","Region:L29:public override bool AllowHarmful(Mobile from, Mobile target); Guards=MapGuard;StateGuard","Runtime;Policy;Travel;PvP","Review map-specific behavior, guarded/town checks, travel restrictions, city regions, housing regions, and PvP/event policy interactions.","Re-run New-RuntimeHookMap.ps1 after region edits; run affected build.","Generated by Phase 10 risk-specific review; confirm against source before source edits.","Phase 10 risk-specific review"
"RB-05182","P10-F05182","P1","Ready","Regions","Region and map assumptions","Data/Scripts/System/Regions/VillageRegion.cs","Region:L46:public override void OnEnter(Mobile m); Guards=MapGuard;StateGuard","Runtime;Policy;Travel;PvP","Review map-specific behavior, guarded/town checks, travel restrictions, city regions, housing regions, and PvP/event policy interactions.","Re-run New-RuntimeHookMap.ps1 after region edits; run affected build.","Generated by Phase 10 risk-specific review; confirm against source before source edits.","Phase 10 risk-specific review"
"RB-05183","P10-F05183","P1","Ready","Regions","Region and map assumptions","Data/Scripts/System/Regions/VillageRegion.cs","Region:L57:public override void OnExit(Mobile m); Guards=MapGuard;StateGuard","Runtime;Policy;Travel;PvP","Review map-specific behavior, guarded/town checks, travel restrictions, city regions, housing regions, and PvP/event policy interactions.","Re-run New-RuntimeHookMap.ps1 after region edits; run affected build.","Generated by Phase 10 risk-specific review; confirm against source before source edits.","Phase 10 risk-specific review"
"RB-05184","P10-F05184","P1","Ready","Regions","Region and map assumptions","Data/Scripts/System/Regions/WantedRegion.cs","Region:L39:public override bool AllowHarmful(Mobile from, Mobile target); Guards=AccessGuard;MapGuard;StateGuard","Runtime;Policy;Travel;PvP","Review map-specific behavior, guarded/town checks, travel restrictions, city regions, housing regions, and PvP/event policy interactions.","Re-run New-RuntimeHookMap.ps1 after region edits; run affected build.","Generated by Phase 10 risk-specific review; confirm against source before source edits.","Phase 10 risk-specific review"
"RB-05185","P10-F05185","P1","Ready","Regions","Region and map assumptions","Data/Scripts/System/Regions/WantedRegion.cs","Region:L53:public override void OnEnter(Mobile m); Guards=AccessGuard;MapGuard;StateGuard","Runtime;Policy;Travel;PvP","Review map-specific behavior, guarded/town checks, travel restrictions, city regions, housing regions, and PvP/event policy interactions.","Re-run New-RuntimeHookMap.ps1 after region edits; run affected build.","Generated by Phase 10 risk-specific review; confirm against source before source edits.","Phase 10 risk-specific review"
"RB-05186","P10-F05186","P2","Open","Random Encounters<->Regions","Region and map assumptions","","Labels=DependsOn; Evidence=Random Encounters->Regions:DirectReference:Data/Scripts/Custom/RandomEncounters/Definitions.cs:L8:Region;Random Encounters->Regions:DirectReference:Data/Scripts/Custom/RandomEncounters/EncounterEngine.cs:L21:Region;Random Encounters->Regions:DirectReference:Data/Scripts/Custom/RandomEncounters/Helpers.cs:L20:Region;Random Encounters->Regions:DirectReference:Data/Scripts/Custom/RandomEncounters/Import.cs:L29:Region;Random Encounters:docs/wiki/Random_Encounter_Engine....","Runtime;Policy;Gameplay","Review region precedence with the paired system before changing region, travel, PvP, or government policy.","Manual source review plus dependency graph rerun after source edits.","Generated by Phase 10 risk-specific review; confirm against source before source edits.","Phase 10 risk-specific review"
"RB-05187","P10-F05187","P2","Open","PvP Consent<->Regions","Region and map assumptions","","Labels=Conflicts;DependsOn;DocRisk;Overrides; Evidence=Phase 9 conflict checklist: PvP Consent, regions, and event gates.;PvP Consent->Regions:DirectReference:Data/Scripts/Custom/PvPConsent/Gumps/PKNONPKGUMP.cs:L21:Region;PvP Consent->Regions:DirectReference:Data/Scripts/Custom/PvPConsent/NONPKEventMoongate.cs:L240:GuardedRegion;PvP Consent->Regions:DirectReference:Data/Scripts/Mobiles/Base/PlayerMobile.cs:L6084:BaseRegion;PvP Consent:docs/wiki/pvp-consent-system.md;Regions->PvP Consent:Direc...","Runtime;Policy;Gameplay","Review region precedence with the paired system before changing region, travel, PvP, or government policy.","Manual source review plus dependency graph rerun after source edits.","Generated by Phase 10 risk-specific review; confirm against source before source edits.","Phase 10 risk-specific review"
"RB-05188","P10-F05188","P2","Open","Government<->Regions","Region and map assumptions","","Labels=DependsOn; Evidence=Government->Regions:DirectReference:Data/Scripts/Custom/Government System/CityUpgradeSystem.cs:L9:Region;Government->Regions:DirectReference:Data/Scripts/Custom/Government System/Gumps/AdminAddGump.cs:L8:Region;Government->Regions:DirectReference:Data/Scripts/Custom/Government System/Gumps/AssistMayorGump.cs:L39:Region;Government->Regions:DirectReference:Data/Scripts/Custom/Government System/Gumps/CancelAllegiancesGump.cs:L39:Region;Government:docs/wiki/Government_S...","Runtime;Policy;Gameplay","Review region precedence with the paired system before changing region, travel, PvP, or government policy.","Manual source review plus dependency graph rerun after source edits.","Generated by Phase 10 risk-specific review; confirm against source before source edits.","Phase 10 risk-specific review"
"RB-05189","P10-F05189","P2","Open","Homestead<->Regions","Region and map assumptions","","Labels=DependsOn; Evidence=Homestead->Regions:DirectReference:Data/Scripts/Custom/OzThothStaticGump/Side Gumps/AddCooking.cs:L35:Region;Homestead->Regions:DirectReference:Data/Scripts/Custom/Vhaerun's CRL Homestead System [2.0]/Dracana's Winecrafting [2.0]/Gumps/AddGrapevineGump.cs:L22:Region;Homestead->Regions:DirectReference:Data/Scripts/Custom/Vhaerun's CRL Homestead System [2.0]/Dracana's Winecrafting [2.0]/Items/Food/BaseCraftWine.cs:L360:Region;Homestead->Regions:DirectReference:Data/Sc...","Runtime;Policy;Gameplay","Review region precedence with the paired system before changing region, travel, PvP, or government policy.","Manual source review plus dependency graph rerun after source edits.","Generated by Phase 10 risk-specific review; confirm against source before source edits.","Phase 10 risk-specific review"
"RB-05190","P10-F05190","P2","Open","XMLSpawner<->Regions","Region and map assumptions","","Labels=DependsOn;StaffDependency; Evidence=Regions->XMLSpawner:DirectReference:Data/Scripts/Custom/RandomEncounters/Records.cs:L14:XmlSpawner;Regions->XMLSpawner:DirectReference:Data/Scripts/Custom/XMLSpawner/XmlPoints PvP/ChallengeGameRegion.cs:L9:XmlSpawner;Regions->XMLSpawner:DirectReference:Data/Scripts/Custom/XMLSpawner/XmlPoints PvP/ChallengeRegionStone.cs:L8:XmlSpawner;Regions:docs/wiki/AI_OVERHAUL_AUDIT.md;Regions:docs/wiki/Housing_System.md;Regions:docs/wiki/offline-skill-training.md...","Runtime;Policy;Gameplay","Review region precedence with the paired system before changing region, travel, PvP, or government policy.","Manual source review plus dependency graph rerun after source edits.","Generated by Phase 10 risk-specific review; confirm against source before source edits.","Phase 10 risk-specific review"
"RB-05191","P10-F05191","P2","Open","Invasion<->Regions","Region and map assumptions","","Labels=DependsOn;StaffDependency; Evidence=Invasion->Regions:DirectReference:Data/Scripts/Custom/Invasion System/Add Ins/BaseSpecialCreature.cs:L498:Region;Invasion->Regions:DirectReference:Data/Scripts/Custom/Invasion System/Add Ins/MobileFeatures.cs:L10:Region;Invasion->Regions:DirectReference:Data/Scripts/Custom/Invasion System/Add Ins/Pirates/Chasing Pirates/PirateCaptain.cs:L16:Region;Invasion->Regions:DirectReference:Data/Scripts/Custom/Invasion System/Add Ins/SubChamps/BaseSubChampion....","Runtime;Policy;Gameplay","Review region precedence with the paired system before changing region, travel, PvP, or government policy.","Manual source review plus dependency graph rerun after source edits.","Generated by Phase 10 risk-specific review; confirm against source before source edits.","Phase 10 risk-specific review"
"RB-05192","P10-F05192","P2","Open","Champions<->Regions","Region and map assumptions","","Labels=DependsOn; Evidence=Champions->Regions:DirectReference:Data/Scripts/Custom/Champions/Mobiles/Minions/PlagueBeast.cs:L210:Region;Champions->Regions:DirectReference:Data/Scripts/Custom/Champions/System/CannedEvil/ChampionSpawn.cs:L8:Region;Champions->Regions:DirectReference:Data/Scripts/Custom/Champions/System/CannedEvil/ChampionSpawnRegion.cs:L8:BaseRegion;Champions->Regions:DirectReference:Data/Scripts/Custom/Champions/System/Mobiles/BaseChampion.cs:L186:Region;Champions:docs/wiki/Cham...","Runtime;Policy;Gameplay","Review region precedence with the paired system before changing region, travel, PvP, or government policy.","Manual source review plus dependency graph rerun after source edits.","Generated by Phase 10 risk-specific review; confirm against source before source edits.","Phase 10 risk-specific review"
"RB-05193","P10-F05193","P2","Open","Clone Offline Player Characters<->Regions","Region and map assumptions","","Labels=DependsOn; Evidence=Clone Offline Player Characters->Regions:DirectReference:Data/Scripts/Custom/CloneOfflinePlayerCharacters/CloneOfflinePlayerCharacters.cs:L7:Region;Clone Offline Player Characters->Regions:DirectReference:Data/Scripts/Magic/Syth/Spells/Clone.cs:L6:Region;Clone Offline Player Characters:docs/wiki/AI_OVERHAUL_AUDIT.md;Clone Offline Player Characters:docs/wiki/Clone_Offline_Player_Characters.md;Clone Offline Player Characters:docs/wiki/SystemAudit.md:L32;Regions:docs/w...","Runtime;Policy;Gameplay","Review region precedence with the paired system before changing region, travel, PvP, or government policy.","Manual source review plus dependency graph rerun after source edits.","Generated by Phase 10 risk-specific review; confirm against source before source edits.","Phase 10 risk-specific review"
"RB-05194","P10-F05194","P2","Open","Offline Skill Training<->Regions","Region and map assumptions","","Labels=DependsOn; Evidence=Offline Skill Training->Regions:DirectReference:Data/Scripts/Custom/Offline Skill Training/Items/StudyBook.cs:L7:Region;Offline Skill Training:docs/wiki/offline-skill-training.md;Offline Skill Training:docs/wiki/offline-skill-training.md:L38;Regions:docs/wiki/AI_OVERHAUL_AUDIT.md;Regions:docs/wiki/Housing_System.md;Regions:docs/wiki/offline-skill-training.md:L38;Regions:docs/wiki/SystemAudit.md:L24","Runtime;Policy;Gameplay","Review region precedence with the paired system before changing region, travel, PvP, or government policy.","Manual source review plus dependency graph rerun after source edits.","Generated by Phase 10 risk-specific review; confirm against source before source edits.","Phase 10 risk-specific review"
"RB-05195","P10-F05195","P2","Open","OmniAI<->Regions","Region and map assumptions","","Labels=DependsOn; Evidence=OmniAI->Regions:DirectReference:Data/Scripts/Custom/OmniAI/OmniAI Bushido.cs:L10:Region;OmniAI->Regions:DirectReference:Data/Scripts/Custom/OmniAI/OmniAI Core.cs:L12:Region;OmniAI->Regions:DirectReference:Data/Scripts/Custom/OmniAI/OmniAI Knightship.cs:L10:Region;OmniAI->Regions:DirectReference:Data/Scripts/Custom/OmniAI/OmniAI Magery.cs:L10:Region;OmniAI:docs/wiki/AI_OVERHAUL_AUDIT.md;OmniAI:docs/wiki/Misc_Magic_Spells.md;OmniAI:docs/wiki/SystemAudit.md:L26;Regions...","Runtime;Policy;Gameplay","Review region precedence with the paired system before changing region, travel, PvP, or government policy.","Manual source review plus dependency graph rerun after source edits.","Generated by Phase 10 risk-specific review; confirm against source before source edits.","Phase 10 risk-specific review"
