"SystemA","SystemB","DomainsA","DomainsB","Labels","RelationshipSummary","EvidenceStrength","EdgeCount","HardEdgeCount","SoftEdgeCount","SpeculativeEdgeCount","GraphEdgeTypes","RuntimeHookCount","DocumentationRiskCount","KnownNeedsReworkCount","RiskType","ObjectiveImpact","StaffDependency","Recommendation","Evidence","Verification","ReviewStatus"
"Magic Schools","Bulk Orders","Magic;Combat","Crafting;Economy","DependsOn","Dependency graph has hard source/runtime/save/project/config edges between these systems.","SourceVerified","2","2","0","0","DirectReference","60","17","14","MaintenanceCoupling","Shared runtime or persistence surface; player objective impact requires source review before behavior changes.","False","Review exact edges before moving files or changing behavior.","Bulk Orders->Magic Schools:DirectReference:Data/Scripts/Magic/Mystic/Spells/PurityOfBody.cs:L10:MysticSpell;Bulk Orders->Magic Schools:DirectReference:Data/Scripts/Magic/Syth/Spells/Clone.cs:L11:SythSpell;Bulk Orders:docs/wiki/Animal_Shape_Stones.md;Bulk Orders:docs/wiki/Bulk_Order_System.md;Bulk Orders:docs/wiki/SystemAudit.md:L29;Bulk Orders:docs/wiki/SystemAudit.md:L41;Magic Schools:docs/wiki/Bard_Song_Magic.md;Magic Schools:docs/wiki/Death_Knight_Magic.md;Magic Schools:docs/wiki/SystemAud...","Generated from Phase 8 dependency graph, Phase 7 documentation truth table, Phase 5 runtime hook map, and explicit Phase 9 checklist rules.","Reviewed"
"Magic Schools","Gardening","Magic;Combat","Crafting;Economy","NoLink","No generated dependency graph edge or Phase 9 manual review rule connects these systems.","NoGeneratedEvidence","0","0","0","0","","45","15","12","NoneGenerated","No direct player objective relationship generated by this audit pass.","False","No action unless future source review finds a hidden dependency.","Gardening:docs/wiki/Misc_Core_Systems.md;Gardening:docs/wiki/SystemAudit.md:L40;Magic Schools:docs/wiki/Bard_Song_Magic.md;Magic Schools:docs/wiki/Death_Knight_Magic.md;Magic Schools:docs/wiki/SystemAudit.md:L51;Magic Schools:docs/wiki/SystemAudit.md:L53;Negative evidence: no pair edge in dependency graph and no manual Phase 9 rule.","Generated from Phase 8 dependency graph, Phase 7 documentation truth table, Phase 5 runtime hook map, and explicit Phase 9 checklist rules.","NoGeneratedLink"
"Magic Schools","Housing","Magic;Combat","Housing;Economy","DependsOn","Dependency graph has hard source/runtime/save/project/config edges between these systems.","SourceVerified","2","2","0","0","DirectReference","268","18","17","MaintenanceCoupling","Shared runtime or persistence surface; player objective impact requires source review before behavior changes.","False","Review exact edges before moving files or changing behavior.","Housing->Magic Schools:DirectReference:Data/Scripts/Items/Houses/PlayersHouseTeleporter.cs:L332:Elementalism;Housing->Magic Schools:DirectReference:Data/Scripts/Mobiles/Base/StoreSalesList.cs:L23753:DeathKnight;Housing:docs/wiki/Flip_Deed.md;Housing:docs/wiki/Housing_System.md;Housing:docs/wiki/offline-skill-training.md:L38;Housing:docs/wiki/SystemAudit.md:L71;Magic Schools:docs/wiki/Bard_Song_Magic.md;Magic Schools:docs/wiki/Death_Knight_Magic.md;Magic Schools:docs/wiki/SystemAudit.md:L51;Ma...","Generated from Phase 8 dependency graph, Phase 7 documentation truth table, Phase 5 runtime hook map, and explicit Phase 9 checklist rules.","Reviewed"
"Magic Schools","Boats","Magic;Combat","Travel;Housing","DependsOn","Dependency graph has hard source/runtime/save/project/config edges between these systems.","SourceVerified","3","3","0","0","DirectReference","61","18","15","MaintenanceCoupling","Shared runtime or persistence surface; player objective impact requires source review before behavior changes.","False","Review exact edges before moving files or changing behavior.","Boats:docs/wiki/Boat_Core_Mechanics.md;Boats:docs/wiki/boat-navigation-control.md;Boats:docs/wiki/SystemAudit.md:L15;Boats:docs/wiki/SystemAudit.md:L6;Magic Schools->Boats:DirectReference:Data/Scripts/Magic/Elementalism/Sphere 4/Elemental_Void.cs:L175:BaseBoat;Magic Schools->Boats:DirectReference:Data/Scripts/Magic/Mystic/Spells/AstralTravel.cs:L167:BaseBoat;Magic Schools->Boats:DirectReference:Data/Scripts/Magic/Research/Spells/Thaumaturgy/ResearchEtherealTravel.cs:L181:BaseBoat;Magic School...","Generated from Phase 8 dependency graph, Phase 7 documentation truth table, Phase 5 runtime hook map, and explicit Phase 9 checklist rules.","Reviewed"
"Magic Schools","Regions","Magic;Combat","World;PvP;Government","DependsOn","Dependency graph has hard source/runtime/save/project/config edges between these systems.","SourceVerified","47","47","0","0","DirectReference","306","21","16","MaintenanceCoupling","Shared runtime or persistence surface; player objective impact requires source review before behavior changes.","False","Review exact edges before moving files or changing behavior.","Magic Schools->Regions:DirectReference:Data/Scripts/Magic/Bard/SongSpells.cs:L12:Region;Magic Schools->Regions:DirectReference:Data/Scripts/Magic/Death Knight/Spells/WrathSpell.cs:L6:Region;Magic Schools->Regions:DirectReference:Data/Scripts/Magic/Elementalism/Sphere 1/Elemental_Sanctuary.cs:L6:Region;Magic Schools->Regions:DirectReference:Data/Scripts/Magic/Elementalism/Sphere 3/Elemental_Warp.cs:L5:Region;Magic Schools:docs/wiki/Bard_Song_Magic.md;Magic Schools:docs/wiki/Death_Knight_Magic....","Generated from Phase 8 dependency graph, Phase 7 documentation truth table, Phase 5 runtime hook map, and explicit Phase 9 checklist rules.","Reviewed"
"Magic Schools","PlayerMobile Core","Magic;Combat","Core;Progression;Combat","DependsOn","Dependency graph has hard source/runtime/save/project/config edges between these systems.","SourceVerified","35","35","0","0","DirectReference","0","23","23","MaintenanceCoupling","Shared runtime or persistence surface; player objective impact requires source review before behavior changes.","False","Review exact edges before moving files or changing behavior.","Magic Schools->PlayerMobile Core:DirectReference:Data/Scripts/Magic/Bard/Spells/EnergyThrenodySong.cs:L152:PlayerMobile;Magic Schools->PlayerMobile Core:DirectReference:Data/Scripts/Magic/Bard/Spells/FireCarolSong.cs:L147:PlayerMobile;Magic Schools->PlayerMobile Core:DirectReference:Data/Scripts/Magic/Bard/Spells/FireThrenodySong.cs:L66:PlayerMobile;Magic Schools->PlayerMobile Core:DirectReference:Data/Scripts/Magic/Bard/Spells/IceCarolSong.cs:L138:PlayerMobile;Magic Schools:docs/wiki/Bard_So...","Generated from Phase 8 dependency graph, Phase 7 documentation truth table, Phase 5 runtime hook map, and explicit Phase 9 checklist rules.","Reviewed"
"Magic Schools","Vendor Core","Magic;Combat","Economy","DependsOn","Dependency graph has hard source/runtime/save/project/config edges between these systems.","SourceVerified","8","8","0","0","DirectReference","148","29","30","MaintenanceCoupling","Shared runtime or persistence surface; player objective impact requires source review before behavior changes.","False","Review exact edges before moving files or changing behavior.","Magic Schools->Vendor Core:DirectReference:Data/Scripts/Magic/Research/Spells/Death/ResearchOpenGround.cs:L373:BaseVendor;Magic Schools->Vendor Core:DirectReference:Data/Scripts/Magic/Research/Spells/Thaumaturgy/ResearchDevastation.cs:L220:BaseVendor;Magic Schools->Vendor Core:DirectReference:Data/Scripts/Magic/Research/Spells/Theurgy/ResearchDivination.cs:L96:BaseVendor;Magic Schools:docs/wiki/Bard_Song_Magic.md;Magic Schools:docs/wiki/Death_Knight_Magic.md;Magic Schools:docs/wiki/SystemAudi...","Generated from Phase 8 dependency graph, Phase 7 documentation truth table, Phase 5 runtime hook map, and explicit Phase 9 checklist rules.","Reviewed"
"Magic Schools","Obsolete Scripts","Magic;Combat","Legacy;Documentation","DependsOn","Dependency graph has hard source/runtime/save/project/config edges between these systems.","SourceVerified","1","1","0","0","DirectReference","11","18","12","MaintenanceCoupling","Shared runtime or persistence surface; player objective impact requires source review before behavior changes.","False","Review exact edges before moving files or changing behavior.","Magic Schools:docs/wiki/Bard_Song_Magic.md;Magic Schools:docs/wiki/Death_Knight_Magic.md;Magic Schools:docs/wiki/SystemAudit.md:L51;Magic Schools:docs/wiki/SystemAudit.md:L53;Obsolete Scripts->Magic Schools:DirectReference:Data/Scripts/System/Obsolete/Obsolete.cs:L12012:DeathKnight;Obsolete Scripts:docs/wiki/Magery_Spell_Color_Setting.md;Obsolete Scripts:docs/wiki/Obsolete_Script_Collection.md;Obsolete Scripts:docs/wiki/SystemAudit.md:L103","Generated from Phase 8 dependency graph, Phase 7 documentation truth table, Phase 5 runtime hook map, and explicit Phase 9 checklist rules.","Reviewed"
"Crafting Core","Harvest System","Crafting;Economy","Crafting;Economy","DependsOn;DocRisk;Supports","Dependency graph has hard source/runtime/save/project/config edges between these systems.;Harvest resources are a normal upstream dependency for crafting.","SourceVerified","1","1","0","0","DirectReference","54","10","20","DocumentationRisk;GameplaySynergy;MaintenanceCoupling","Crafting and economy goals.;Shared runtime or persistence surface; player objective impact requires source review before behavior changes.","False","Preserve source-to-crafting flow and document rates separately.;Review exact edges before moving files or changing behavior.","Crafting Core:docs/wiki/Apiculture_Beekeeping.md;Crafting Core:docs/wiki/Crafting_Core.md;Crafting Core:docs/wiki/Standard_Crafting.md:L248;Crafting Core:docs/wiki/Standard_Crafting.md:L249;Harvest System->Crafting Core:DirectReference:Data/Scripts/Items/Trades/Harvest Tools/BaseHarvestTool.cs:L262:CraftSystem;Harvest System:docs/wiki/Apiculture_Beekeeping.md:L313;Harvest System:docs/wiki/Farmable_Crops_System.md;Harvest System:docs/wiki/Grave_Robbing_Trade.md;Harvest System:docs/wiki/Standar...","Generated from Phase 8 dependency graph, Phase 7 documentation truth table, Phase 5 runtime hook map, and explicit Phase 9 checklist rules.","Reviewed"
"Crafting Core","Bulk Orders","Crafting;Economy","Crafting;Economy","BalanceRisk;DependsOn;DocRisk;Supports","Bulk orders provide structured objectives for crafting progression.;Dependency graph has hard source/runtime/save/project/config edges between these systems.","SourceVerified","2","2","0","0","DirectReference","110","8","10","CraftingBalance;DocumentationRisk;MaintenanceCoupling","Medium-term crafting goals.;Shared runtime or persistence surface; player objective impact requires source review before behavior changes.","False","Preserve objective loop; review reward acceleration separately.;Review exact edges before moving files or changing behavior.","Bulk Orders->Crafting Core:DirectReference:Data/Scripts/Trades/Bulk Orders/SmallSmithBOD.cs:L159:CraftSystem;Bulk Orders->Crafting Core:DirectReference:Data/Scripts/Trades/Bulk Orders/SmallTailorBOD.cs:L146:CraftSystem;Bulk Orders:docs/wiki/Animal_Shape_Stones.md;Bulk Orders:docs/wiki/Bulk_Order_System.md;Bulk Orders:docs/wiki/SystemAudit.md:L29;Bulk Orders:docs/wiki/SystemAudit.md:L41;Crafting Core:docs/wiki/Apiculture_Beekeeping.md;Crafting Core:docs/wiki/Crafting_Core.md;Crafting Core:docs...","Generated from Phase 8 dependency graph, Phase 7 documentation truth table, Phase 5 runtime hook map, and explicit Phase 9 checklist rules.","Reviewed"
"Crafting Core","Gardening","Crafting;Economy","Crafting;Economy","BalanceRisk;DocRisk;Supports","Gardening can feed crafting inputs and economy loops.","PhaseReviewSeed","0","0","0","0","","95","6","8","DocumentationRisk;EconomyBalance","Crafting and economy goals.","False","Keep input relationship visible in dependency docs.","Crafting Core:docs/wiki/Apiculture_Beekeeping.md;Crafting Core:docs/wiki/Crafting_Core.md;Crafting Core:docs/wiki/Standard_Crafting.md:L248;Crafting Core:docs/wiki/Standard_Crafting.md:L249;Gardening:docs/wiki/Misc_Core_Systems.md;Gardening:docs/wiki/SystemAudit.md:L40;Phase 9 domain review: Crafting and Economy.","Generated from Phase 8 dependency graph, Phase 7 documentation truth table, Phase 5 runtime hook map, and explicit Phase 9 checklist rules.","Reviewed"
"Crafting Core","Housing","Crafting;Economy","Housing;Economy","NoLink","No generated dependency graph edge or Phase 9 manual review rule connects these systems.","NoGeneratedEvidence","0","0","0","0","","318","9","13","NoneGenerated","No direct player objective relationship generated by this audit pass.","False","No action unless future source review finds a hidden dependency.","Crafting Core:docs/wiki/Apiculture_Beekeeping.md;Crafting Core:docs/wiki/Crafting_Core.md;Crafting Core:docs/wiki/Standard_Crafting.md:L248;Crafting Core:docs/wiki/Standard_Crafting.md:L249;Housing:docs/wiki/Flip_Deed.md;Housing:docs/wiki/Housing_System.md;Housing:docs/wiki/offline-skill-training.md:L38;Housing:docs/wiki/SystemAudit.md:L71;Negative evidence: no pair edge in dependency graph and no manual Phase 9 rule.","Generated from Phase 8 dependency graph, Phase 7 documentation truth table, Phase 5 runtime hook map, and explicit Phase 9 checklist rules.","NoGeneratedLink"
"Crafting Core","Boats","Crafting;Economy","Travel;Housing","NoLink","No generated dependency graph edge or Phase 9 manual review rule connects these systems.","NoGeneratedEvidence","0","0","0","0","","111","9","11","NoneGenerated","No direct player objective relationship generated by this audit pass.","False","No action unless future source review finds a hidden dependency.","Boats:docs/wiki/Boat_Core_Mechanics.md;Boats:docs/wiki/boat-navigation-control.md;Boats:docs/wiki/SystemAudit.md:L15;Boats:docs/wiki/SystemAudit.md:L6;Crafting Core:docs/wiki/Apiculture_Beekeeping.md;Crafting Core:docs/wiki/Crafting_Core.md;Crafting Core:docs/wiki/Standard_Crafting.md:L248;Crafting Core:docs/wiki/Standard_Crafting.md:L249;Negative evidence: no pair edge in dependency graph and no manual Phase 9 rule.","Generated from Phase 8 dependency graph, Phase 7 documentation truth table, Phase 5 runtime hook map, and explicit Phase 9 checklist rules.","NoGeneratedLink"
"Crafting Core","Regions","Crafting;Economy","World;PvP;Government","DependsOn","Dependency graph has hard source/runtime/save/project/config edges between these systems.","SourceVerified","4","4","0","0","DirectReference","356","12","12","MaintenanceCoupling","Shared runtime or persistence surface; player objective impact requires source review before behavior changes.","False","Review exact edges before moving files or changing behavior.","Crafting Core->Regions:DirectReference:Data/Scripts/Trades/Core/CraftItem.cs:L318:Region;Crafting Core->Regions:DirectReference:Data/Scripts/Trades/Core/Gumps/CraftGump.cs:L64:Region;Crafting Core->Regions:DirectReference:Data/Scripts/Trades/Core/Gumps/CraftGumpItem.cs:L129:Region;Crafting Core:docs/wiki/Apiculture_Beekeeping.md;Crafting Core:docs/wiki/Crafting_Core.md;Crafting Core:docs/wiki/Standard_Crafting.md:L248;Crafting Core:docs/wiki/Standard_Crafting.md:L249;Regions->Crafting Core:Di...","Generated from Phase 8 dependency graph, Phase 7 documentation truth table, Phase 5 runtime hook map, and explicit Phase 9 checklist rules.","Reviewed"
"Crafting Core","PlayerMobile Core","Crafting;Economy","Core;Progression;Combat","DependsOn","Dependency graph has hard source/runtime/save/project/config edges between these systems.","SourceVerified","3","3","0","0","DirectReference","50","14","19","MaintenanceCoupling","Shared runtime or persistence surface; player objective impact requires source review before behavior changes.","False","Review exact edges before moving files or changing behavior.","Crafting Core->PlayerMobile Core:DirectReference:Data/Scripts/Trades/Core/CraftItem.cs:L1100:PlayerMobile;Crafting Core->PlayerMobile Core:DirectReference:Data/Scripts/Trades/Core/Gumps/CraftGumpItem.cs:L48:PlayerMobile;Crafting Core->PlayerMobile Core:DirectReference:Data/Scripts/Trades/Core/Recipes.cs:L39:PlayerMobile;Crafting Core:docs/wiki/Apiculture_Beekeeping.md;Crafting Core:docs/wiki/Crafting_Core.md;Crafting Core:docs/wiki/Standard_Crafting.md:L248;Crafting Core:docs/wiki/Standard_Cr...","Generated from Phase 8 dependency graph, Phase 7 documentation truth table, Phase 5 runtime hook map, and explicit Phase 9 checklist rules.","Reviewed"
"Crafting Core","Vendor Core","Crafting;Economy","Economy","DependsOn","Dependency graph has hard source/runtime/save/project/config edges between these systems.","SourceVerified","2","2","0","0","DirectReference","198","20","26","MaintenanceCoupling","Shared runtime or persistence surface; player objective impact requires source review before behavior changes.","False","Review exact edges before moving files or changing behavior.","Crafting Core->Vendor Core:DirectReference:Data/Scripts/Trades/Core/CraftItem.cs:L3893:Vendor;Crafting Core:docs/wiki/Apiculture_Beekeeping.md;Crafting Core:docs/wiki/Crafting_Core.md;Crafting Core:docs/wiki/Standard_Crafting.md:L248;Crafting Core:docs/wiki/Standard_Crafting.md:L249;Vendor Core->Crafting Core:DirectReference:Data/Scripts/System/Obsolete/Obsolete.cs:L2603:CraftSystem;Vendor Core:docs/CCWM/Confictura_Codex_World_Map.md:L9444;Vendor Core:docs/wiki/Animal_Trainer_Stable_Claim.md;...","Generated from Phase 8 dependency graph, Phase 7 documentation truth table, Phase 5 runtime hook map, and explicit Phase 9 checklist rules.","Reviewed"
"Crafting Core","Obsolete Scripts","Crafting;Economy","Legacy;Documentation","DependsOn","Dependency graph has hard source/runtime/save/project/config edges between these systems.","SourceVerified","1","1","0","0","DirectReference","61","9","8","MaintenanceCoupling","Shared runtime or persistence surface; player objective impact requires source review before behavior changes.","False","Review exact edges before moving files or changing behavior.","Crafting Core:docs/wiki/Apiculture_Beekeeping.md;Crafting Core:docs/wiki/Crafting_Core.md;Crafting Core:docs/wiki/Standard_Crafting.md:L248;Crafting Core:docs/wiki/Standard_Crafting.md:L249;Obsolete Scripts->Crafting Core:DirectReference:Data/Scripts/System/Obsolete/Obsolete.cs:L2603:CraftSystem;Obsolete Scripts:docs/wiki/Magery_Spell_Color_Setting.md;Obsolete Scripts:docs/wiki/Obsolete_Script_Collection.md;Obsolete Scripts:docs/wiki/SystemAudit.md:L103","Generated from Phase 8 dependency graph, Phase 7 documentation truth table, Phase 5 runtime hook map, and explicit Phase 9 checklist rules.","Reviewed"
"Harvest System","Bulk Orders","Crafting;Economy","Crafting;Economy","NoLink","No generated dependency graph edge or Phase 9 manual review rule connects these systems.","NoGeneratedEvidence","0","0","0","0","","64","8","16","NoneGenerated","No direct player objective relationship generated by this audit pass.","False","No action unless future source review finds a hidden dependency.","Bulk Orders:docs/wiki/Animal_Shape_Stones.md;Bulk Orders:docs/wiki/Bulk_Order_System.md;Bulk Orders:docs/wiki/SystemAudit.md:L29;Bulk Orders:docs/wiki/SystemAudit.md:L41;Harvest System:docs/wiki/Apiculture_Beekeeping.md:L313;Harvest System:docs/wiki/Farmable_Crops_System.md;Harvest System:docs/wiki/Grave_Robbing_Trade.md;Harvest System:docs/wiki/Standard_Crafting.md:L249;Negative evidence: no pair edge in dependency graph and no manual Phase 9 rule.","Generated from Phase 8 dependency graph, Phase 7 documentation truth table, Phase 5 runtime hook map, and explicit Phase 9 checklist rules.","NoGeneratedLink"
"Harvest System","Gardening","Crafting;Economy","Crafting;Economy","BalanceRisk;DocRisk;Supports","Harvest and gardening systems both provide resources and can stack supply rates.","PhaseReviewSeed","0","0","0","0","","49","6","14","DocumentationRisk;EconomyBalance","Resource acquisition goals.","False","Review resource faucet overlap before tuning.","Gardening:docs/wiki/Misc_Core_Systems.md;Gardening:docs/wiki/SystemAudit.md:L40;Harvest System:docs/wiki/Apiculture_Beekeeping.md:L313;Harvest System:docs/wiki/Farmable_Crops_System.md;Harvest System:docs/wiki/Grave_Robbing_Trade.md;Harvest System:docs/wiki/Standard_Crafting.md:L249;Phase 9 conflict checklist: crafting/resource loops versus progression pacing.","Generated from Phase 8 dependency graph, Phase 7 documentation truth table, Phase 5 runtime hook map, and explicit Phase 9 checklist rules.","Reviewed"
"Harvest System","Housing","Crafting;Economy","Housing;Economy","NoLink","No generated dependency graph edge or Phase 9 manual review rule connects these systems.","NoGeneratedEvidence","0","0","0","0","","272","9","19","NoneGenerated","No direct player objective relationship generated by this audit pass.","False","No action unless future source review finds a hidden dependency.","Harvest System:docs/wiki/Apiculture_Beekeeping.md:L313;Harvest System:docs/wiki/Farmable_Crops_System.md;Harvest System:docs/wiki/Grave_Robbing_Trade.md;Harvest System:docs/wiki/Standard_Crafting.md:L249;Housing:docs/wiki/Flip_Deed.md;Housing:docs/wiki/Housing_System.md;Housing:docs/wiki/offline-skill-training.md:L38;Housing:docs/wiki/SystemAudit.md:L71;Negative evidence: no pair edge in dependency graph and no manual Phase 9 rule.","Generated from Phase 8 dependency graph, Phase 7 documentation truth table, Phase 5 runtime hook map, and explicit Phase 9 checklist rules.","NoGeneratedLink"
"Harvest System","Boats","Crafting;Economy","Travel;Housing","NoLink","No generated dependency graph edge or Phase 9 manual review rule connects these systems.","NoGeneratedEvidence","0","0","0","0","","65","9","17","NoneGenerated","No direct player objective relationship generated by this audit pass.","False","No action unless future source review finds a hidden dependency.","Boats:docs/wiki/Boat_Core_Mechanics.md;Boats:docs/wiki/boat-navigation-control.md;Boats:docs/wiki/SystemAudit.md:L15;Boats:docs/wiki/SystemAudit.md:L6;Harvest System:docs/wiki/Apiculture_Beekeeping.md:L313;Harvest System:docs/wiki/Farmable_Crops_System.md;Harvest System:docs/wiki/Grave_Robbing_Trade.md;Harvest System:docs/wiki/Standard_Crafting.md:L249;Negative evidence: no pair edge in dependency graph and no manual Phase 9 rule.","Generated from Phase 8 dependency graph, Phase 7 documentation truth table, Phase 5 runtime hook map, and explicit Phase 9 checklist rules.","NoGeneratedLink"
"Harvest System","Regions","Crafting;Economy","World;PvP;Government","DependsOn","Dependency graph has hard source/runtime/save/project/config edges between these systems.","SourceVerified","5","5","0","0","DirectReference","310","12","18","MaintenanceCoupling","Shared runtime or persistence surface; player objective impact requires source review before behavior changes.","False","Review exact edges before moving files or changing behavior.","Harvest System->Regions:DirectReference:Data/Scripts/Items/Trades/Harvest Tools/BaseHarvestTool.cs:L256:Region;Harvest System->Regions:DirectReference:Data/Scripts/Trades/Harvest/Fishing.cs:L42:Region;Harvest System->Regions:DirectReference:Data/Scripts/Trades/Harvest/HarvestSystem.cs:L9:Region;Harvest System->Regions:DirectReference:Data/Scripts/Trades/Harvest/Lumberjacking.cs:L41:Region;Harvest System:docs/wiki/Apiculture_Beekeeping.md:L313;Harvest System:docs/wiki/Farmable_Crops_System.md;...","Generated from Phase 8 dependency graph, Phase 7 documentation truth table, Phase 5 runtime hook map, and explicit Phase 9 checklist rules.","Reviewed"
"Harvest System","PlayerMobile Core","Crafting;Economy","Core;Progression;Combat","DependsOn","Dependency graph has hard source/runtime/save/project/config edges between these systems.","SourceVerified","3","3","0","0","DirectReference","4","14","25","MaintenanceCoupling","Shared runtime or persistence surface; player objective impact requires source review before behavior changes.","False","Review exact edges before moving files or changing behavior.","Harvest System->PlayerMobile Core:DirectReference:Data/Scripts/Items/Trades/Harvest Tools/BaseHarvestTool.cs:L149:PlayerMobile;Harvest System->PlayerMobile Core:DirectReference:Data/Scripts/Trades/Harvest/Fishing.cs:L462:PlayerMobile;Harvest System->PlayerMobile Core:DirectReference:Data/Scripts/Trades/Harvest/Mining.cs:L282:PlayerMobile;Harvest System:docs/wiki/Apiculture_Beekeeping.md:L313;Harvest System:docs/wiki/Farmable_Crops_System.md;Harvest System:docs/wiki/Grave_Robbing_Trade.md;Harv...","Generated from Phase 8 dependency graph, Phase 7 documentation truth table, Phase 5 runtime hook map, and explicit Phase 9 checklist rules.","Reviewed"
"Harvest System","Vendor Core","Crafting;Economy","Economy","NoLink","No generated dependency graph edge or Phase 9 manual review rule connects these systems.","NoGeneratedEvidence","0","0","0","0","","152","20","32","NoneGenerated","No direct player objective relationship generated by this audit pass.","False","No action unless future source review finds a hidden dependency.","Harvest System:docs/wiki/Apiculture_Beekeeping.md:L313;Harvest System:docs/wiki/Farmable_Crops_System.md;Harvest System:docs/wiki/Grave_Robbing_Trade.md;Harvest System:docs/wiki/Standard_Crafting.md:L249;Negative evidence: no pair edge in dependency graph and no manual Phase 9 rule.;Vendor Core:docs/CCWM/Confictura_Codex_World_Map.md:L9444;Vendor Core:docs/wiki/Animal_Trainer_Stable_Claim.md;Vendor Core:docs/wiki/Apiculture_Beekeeping.md;Vendor Core:docs/wiki/Book_Publisher.md:L28","Generated from Phase 8 dependency graph, Phase 7 documentation truth table, Phase 5 runtime hook map, and explicit Phase 9 checklist rules.","NoGeneratedLink"
"Harvest System","Obsolete Scripts","Crafting;Economy","Legacy;Documentation","DependsOn","Dependency graph has hard source/runtime/save/project/config edges between these systems.","SourceVerified","2","2","0","0","DirectReference","15","9","14","MaintenanceCoupling","Shared runtime or persistence surface; player objective impact requires source review before behavior changes.","False","Review exact edges before moving files or changing behavior.","Harvest System:docs/wiki/Apiculture_Beekeeping.md:L313;Harvest System:docs/wiki/Farmable_Crops_System.md;Harvest System:docs/wiki/Grave_Robbing_Trade.md;Harvest System:docs/wiki/Standard_Crafting.md:L249;Obsolete Scripts->Harvest System:DirectReference:Data/Scripts/System/Obsolete/GardenTool.cs:L9:HarvestSystem;Obsolete Scripts->Harvest System:DirectReference:Data/Scripts/System/Obsolete/Herbalism.cs:L13:HarvestSystem;Obsolete Scripts:docs/wiki/Magery_Spell_Color_Setting.md;Obsolete Scripts:d...","Generated from Phase 8 dependency graph, Phase 7 documentation truth table, Phase 5 runtime hook map, and explicit Phase 9 checklist rules.","Reviewed"
"Bulk Orders","Gardening","Crafting;Economy","Crafting;Economy","NoLink","No generated dependency graph edge or Phase 9 manual review rule connects these systems.","NoGeneratedEvidence","0","0","0","0","","105","4","4","NoneGenerated","No direct player objective relationship generated by this audit pass.","False","No action unless future source review finds a hidden dependency.","Bulk Orders:docs/wiki/Animal_Shape_Stones.md;Bulk Orders:docs/wiki/Bulk_Order_System.md;Bulk Orders:docs/wiki/SystemAudit.md:L29;Bulk Orders:docs/wiki/SystemAudit.md:L41;Gardening:docs/wiki/Misc_Core_Systems.md;Gardening:docs/wiki/SystemAudit.md:L40;Negative evidence: no pair edge in dependency graph and no manual Phase 9 rule.","Generated from Phase 8 dependency graph, Phase 7 documentation truth table, Phase 5 runtime hook map, and explicit Phase 9 checklist rules.","NoGeneratedLink"
"Bulk Orders","Housing","Crafting;Economy","Housing;Economy","DependsOn","Dependency graph has hard source/runtime/save/project/config edges between these systems.","SourceVerified","1","1","0","0","DirectReference","328","7","9","MaintenanceCoupling","Shared runtime or persistence surface; player objective impact requires source review before behavior changes.","False","Review exact edges before moving files or changing behavior.","Bulk Orders:docs/wiki/Animal_Shape_Stones.md;Bulk Orders:docs/wiki/Bulk_Order_System.md;Bulk Orders:docs/wiki/SystemAudit.md:L29;Bulk Orders:docs/wiki/SystemAudit.md:L41;Housing->Bulk Orders:DirectReference:Data/Scripts/Items/Houses/BaseHouse.cs:L7:BulkOrder;Housing:docs/wiki/Flip_Deed.md;Housing:docs/wiki/Housing_System.md;Housing:docs/wiki/offline-skill-training.md:L38;Housing:docs/wiki/SystemAudit.md:L71","Generated from Phase 8 dependency graph, Phase 7 documentation truth table, Phase 5 runtime hook map, and explicit Phase 9 checklist rules.","Reviewed"
"Bulk Orders","Boats","Crafting;Economy","Travel;Housing","DependsOn","Dependency graph has hard source/runtime/save/project/config edges between these systems.","SourceVerified","1","1","0","0","DirectReference","121","7","7","MaintenanceCoupling","Shared runtime or persistence surface; player objective impact requires source review before behavior changes.","False","Review exact edges before moving files or changing behavior.","Boats:docs/wiki/Boat_Core_Mechanics.md;Boats:docs/wiki/boat-navigation-control.md;Boats:docs/wiki/SystemAudit.md:L15;Boats:docs/wiki/SystemAudit.md:L6;Bulk Orders->Boats:DirectReference:Data/Scripts/Mobiles/Base/BaseVendor.cs:L1520:BaseBoat;Bulk Orders:docs/wiki/Animal_Shape_Stones.md;Bulk Orders:docs/wiki/Bulk_Order_System.md;Bulk Orders:docs/wiki/SystemAudit.md:L29;Bulk Orders:docs/wiki/SystemAudit.md:L41","Generated from Phase 8 dependency graph, Phase 7 documentation truth table, Phase 5 runtime hook map, and explicit Phase 9 checklist rules.","Reviewed"
