"Id","AuditId","Priority","Status","System","Capability","Decision","RecommendedSurface","Files","Evidence","Risk","ContentBrief","SpoilerBoundary","AcceptanceTest","RuntimeOwnerCheck","Notes"
"IGDB-0107","IGD-SYS-magic-base","P3","Ready","Magic:Base","Current source boundary: Magic:Base","Incorporate","LibraryReference","Data/Scripts/Magic/Base/DisturbType.cs;Data/Scripts/Magic/Base/ForgetfulGem.cs;Data/Scripts/Magic/Base/Initializer.cs;Data/Scripts/Magic/Base/Reagent.cs;Data/Scripts/Magic/Base/SpecialMove.cs;Data/Scripts/Magic/Base/Spell.cs;Data/Scripts/Magic/Base/SpellBooks.cs;Data/Scripts/Magic/Base/SpellCircle.cs;Data/Scripts/Magic/Base/SpellHelper.cs;Data/Scripts/Magic/Base/SpellInfo.cs;Data/Scripts/Magic/Base/SpellRegistry.cs;Data/Scripts/Magic/Base/SpellState.cs","13 current source file(s) grouped by current path; first 12 plus every direct Player-command source are listed in SourceFiles. Existing inventory is ownership guidance only.","Medium: substantial combat progression can be discoverable while rules, costs, and controls remain hard to reconstruct.","Provide one concise school reference covering access, controls, resource costs, limitations, and safe experimentation without listing secrets.","Explain the school and controls; omit hidden teachers, rare acquisition locations, and puzzle solutions.","A player who has encountered the school can find a persistent in-game reference and identify how to use it safely.","Required: ordinary-player staging placement/accessibility evidence; no world save is present in this checkout.","Boundary census row. Detailed rows carry incorporation work."
"IGDB-0108","IGD-SYS-magic-bushido","P3","Ready","Magic:Bushido","Current source boundary: Magic:Bushido","Incorporate","LibraryReference","Data/Scripts/Magic/Bushido/BookOfBushido.cs;Data/Scripts/Magic/Bushido/Confidence.cs;Data/Scripts/Magic/Bushido/CounterAttack.cs;Data/Scripts/Magic/Bushido/Evasion.cs;Data/Scripts/Magic/Bushido/HonorableExecution.cs;Data/Scripts/Magic/Bushido/LightningStrike.cs;Data/Scripts/Magic/Bushido/MomentumStrike.cs;Data/Scripts/Magic/Bushido/SamuraiMove.cs;Data/Scripts/Magic/Bushido/SamuraiSpell.cs","9 current source file(s) grouped by current path; first 12 plus every direct Player-command source are listed in SourceFiles. Existing inventory is ownership guidance only.","Medium: substantial combat progression can be discoverable while rules, costs, and controls remain hard to reconstruct.","Provide one concise school reference covering access, controls, resource costs, limitations, and safe experimentation without listing secrets.","Explain the school and controls; omit hidden teachers, rare acquisition locations, and puzzle solutions.","A player who has encountered the school can find a persistent in-game reference and identify how to use it safely.","Required: ordinary-player staging placement/accessibility evidence; no world save is present in this checkout.","Boundary census row. Detailed rows carry incorporation work."
"IGDB-0109","IGD-SYS-magic-death-knight","P3","Ready","Magic:Death Knight","Current source boundary: Magic:Death Knight","Incorporate","LibraryReference","Data/Scripts/Magic/Death Knight/DeathKnightCommands.cs;Data/Scripts/Magic/Death Knight/DeathKnightSpell.cs;Data/Scripts/Magic/Death Knight/DeathKnightSpellBook.cs;Data/Scripts/Magic/Death Knight/DeathSkulls.cs;Data/Scripts/Magic/Death Knight/DevilPact.cs;Data/Scripts/Magic/Death Knight/Gumps/DeathKnightSpellBookGump.cs;Data/Scripts/Magic/Death Knight/SoulLantern.cs;Data/Scripts/Magic/Death Knight/Spells/BanishSpell.cs;Data/Scripts/Magic/Death Knight/Spells/DemonicTouchSpell.cs;Data/Scripts/Magic/Death Knight/Spells/DevilPactSpell.cs;Data/Scripts/Magic/Death Knight/Spells/GrimReaperSpell.cs;Data/Scripts/Magic/Death Knight/Spells/HagHandSpell.cs","21 current source file(s) grouped by current path; first 12 plus every direct Player-command source are listed in SourceFiles. Existing inventory is ownership guidance only.","Medium: substantial combat progression can be discoverable while rules, costs, and controls remain hard to reconstruct.","Provide one concise school reference covering access, controls, resource costs, limitations, and safe experimentation without listing secrets.","Explain the school and controls; omit hidden teachers, rare acquisition locations, and puzzle solutions.","A player who has encountered the school can find a persistent in-game reference and identify how to use it safely.","Required: ordinary-player staging placement/accessibility evidence; no world save is present in this checkout.","Boundary census row. Detailed rows carry incorporation work."
"IGDB-0110","IGD-SYS-magic-druidism","P3","Ready","Magic:Druidism","Current source boundary: Magic:Druidism","Incorporate","LibraryReference","Data/Scripts/Magic/Druidism/BookDruidBrewing.cs;Data/Scripts/Magic/Druidism/DruidPouch.cs;Data/Scripts/Magic/Druidism/Effects/BlendWithForrestSpell.cs;Data/Scripts/Magic/Druidism/Effects/DruidicRuneSpell.cs;Data/Scripts/Magic/Druidism/Effects/FireflySpell.cs;Data/Scripts/Magic/Druidism/Effects/GraspingRootsSpell.cs;Data/Scripts/Magic/Druidism/Effects/HerbalHealingSpell.cs;Data/Scripts/Magic/Druidism/Effects/LureStoneSpell.cs;Data/Scripts/Magic/Druidism/Effects/MushroomGatewaySpell.cs;Data/Scripts/Magic/Druidism/Effects/NaturesPassageSpell.cs;Data/Scripts/Magic/Druidism/Effects/ProtectiveFairySpell.cs;Data/Scripts/Magic/Druidism/Effects/RestorativeSoilSpell.cs","20 current source file(s) grouped by current path; first 12 plus every direct Player-command source are listed in SourceFiles. Existing inventory is ownership guidance only.","Medium: substantial combat progression can be discoverable while rules, costs, and controls remain hard to reconstruct.","Provide one concise school reference covering access, controls, resource costs, limitations, and safe experimentation without listing secrets.","Explain the school and controls; omit hidden teachers, rare acquisition locations, and puzzle solutions.","A player who has encountered the school can find a persistent in-game reference and identify how to use it safely.","Required: ordinary-player staging placement/accessibility evidence; no world save is present in this checkout.","Boundary census row. Detailed rows carry incorporation work."
"IGDB-0111","IGD-SYS-magic-elementalism","P3","Ready","Magic:Elementalism","Current source boundary: Magic:Elementalism","Incorporate","LibraryReference","Data/Scripts/Magic/Elementalism/ElementalCommands.cs;Data/Scripts/Magic/Elementalism/ElementalEffect.cs;Data/Scripts/Magic/Elementalism/ElementalExit.cs;Data/Scripts/Magic/Elementalism/ElementalScrolls.cs;Data/Scripts/Magic/Elementalism/ElementalShrine.cs;Data/Scripts/Magic/Elementalism/ElementalSpell.cs;Data/Scripts/Magic/Elementalism/ElementalSpellbook.cs;Data/Scripts/Magic/Elementalism/Gumps/ElementalSpellbookGump.cs;Data/Scripts/Magic/Elementalism/Mobiles/ElementalCalledAir.cs;Data/Scripts/Magic/Elementalism/Mobiles/ElementalCalledEarth.cs;Data/Scripts/Magic/Elementalism/Mobiles/ElementalCalledFire.cs;Data/Scripts/Magic/Elementalism/Mobiles/ElementalCalledWater.cs","61 current source file(s) grouped by current path; first 12 plus every direct Player-command source are listed in SourceFiles. Existing inventory is ownership guidance only.","Medium: substantial combat progression can be discoverable while rules, costs, and controls remain hard to reconstruct.","Provide one concise school reference covering access, controls, resource costs, limitations, and safe experimentation without listing secrets.","Explain the school and controls; omit hidden teachers, rare acquisition locations, and puzzle solutions.","A player who has encountered the school can find a persistent in-game reference and identify how to use it safely.","Required: ordinary-player staging placement/accessibility evidence; no world save is present in this checkout.","Boundary census row. Detailed rows carry incorporation work."
"IGDB-0112","IGD-SYS-magic-enchantments","P3","Ready","Magic:Enchantments","Current source boundary: Magic:Enchantments","Incorporate","LibraryReference","Data/Scripts/Magic/Enchantments/EnchantMagic.cs;Data/Scripts/Magic/Enchantments/Mobiles/DevilPactMagic.cs;Data/Scripts/Magic/Enchantments/Spells/BanishMagic..cs;Data/Scripts/Magic/Enchantments/Spells/DemonicTouchMagic..cs;Data/Scripts/Magic/Enchantments/Spells/DevilPactMagic..cs;Data/Scripts/Magic/Enchantments/Spells/GrimReaperMagic..cs;Data/Scripts/Magic/Enchantments/Spells/HagHandMagic..cs;Data/Scripts/Magic/Enchantments/Spells/HellfireMagic..cs;Data/Scripts/Magic/Enchantments/Spells/LucifersBoltMagic..cs;Data/Scripts/Magic/Enchantments/Spells/OrbOfOrcusMagic..cs;Data/Scripts/Magic/Enchantments/Spells/ShieldOfHateMagic..cs;Data/Scripts/Magic/Enchantments/Spells/SoulReaperMagic..cs","16 current source file(s) grouped by current path; first 12 plus every direct Player-command source are listed in SourceFiles. Existing inventory is ownership guidance only.","Medium: substantial combat progression can be discoverable while rules, costs, and controls remain hard to reconstruct.","Provide one concise school reference covering access, controls, resource costs, limitations, and safe experimentation without listing secrets.","Explain the school and controls; omit hidden teachers, rare acquisition locations, and puzzle solutions.","A player who has encountered the school can find a persistent in-game reference and identify how to use it safely.","Required: ordinary-player staging placement/accessibility evidence; no world save is present in this checkout.","Boundary census row. Detailed rows carry incorporation work."
"IGDB-0113","IGD-SYS-magic-holy-man","P3","Ready","Magic:Holy Man","Current source boundary: Magic:Holy Man","Incorporate","LibraryReference","Data/Scripts/Magic/Holy Man/Gumps/HolyManSpellBookGump.cs;Data/Scripts/Magic/Holy Man/HolyManCommands.cs;Data/Scripts/Magic/Holy Man/HolyManSpell.cs;Data/Scripts/Magic/Holy Man/HolyManSpellBook.cs;Data/Scripts/Magic/Holy Man/HolySymbol.cs;Data/Scripts/Magic/Holy Man/HolySymbols.cs;Data/Scripts/Magic/Holy Man/MalletStake.cs;Data/Scripts/Magic/Holy Man/Spells/BanishEvilSpell.cs;Data/Scripts/Magic/Holy Man/Spells/DampenSpiritSpell.cs;Data/Scripts/Magic/Holy Man/Spells/EnchantSpell.cs;Data/Scripts/Magic/Holy Man/Spells/HammerOfFaithSpell.cs;Data/Scripts/Magic/Holy Man/Spells/HeavenlyLightSpell.cs","21 current source file(s) grouped by current path; first 12 plus every direct Player-command source are listed in SourceFiles. Existing inventory is ownership guidance only.","Medium: substantial combat progression can be discoverable while rules, costs, and controls remain hard to reconstruct.","Provide one concise school reference covering access, controls, resource costs, limitations, and safe experimentation without listing secrets.","Explain the school and controls; omit hidden teachers, rare acquisition locations, and puzzle solutions.","A player who has encountered the school can find a persistent in-game reference and identify how to use it safely.","Required: ordinary-player staging placement/accessibility evidence; no world save is present in this checkout.","Boundary census row. Detailed rows carry incorporation work."
"IGDB-0114","IGD-SYS-magic-jedi","P3","Ready","Magic:Jedi","Current source boundary: Magic:Jedi","Incorporate","LibraryReference","Data/Scripts/Magic/Jedi/Gumps/JediSpellBookGump.cs;Data/Scripts/Magic/Jedi/JediCommandList.cs;Data/Scripts/Magic/Jedi/JediDatacrons.cs;Data/Scripts/Magic/Jedi/JediSpell.cs;Data/Scripts/Magic/Jedi/JediSpellbook.cs;Data/Scripts/Magic/Jedi/KaranCrystal.cs;Data/Scripts/Magic/Jedi/Spells/Celerity.cs;Data/Scripts/Magic/Jedi/Spells/Deflection.cs;Data/Scripts/Magic/Jedi/Spells/ForceGrip.cs;Data/Scripts/Magic/Jedi/Spells/MindsEye.cs;Data/Scripts/Magic/Jedi/Spells/Mirage.cs;Data/Scripts/Magic/Jedi/Spells/PsychicAura.cs","16 current source file(s) grouped by current path; first 12 plus every direct Player-command source are listed in SourceFiles. Existing inventory is ownership guidance only.","Medium: substantial combat progression can be discoverable while rules, costs, and controls remain hard to reconstruct.","Provide one concise school reference covering access, controls, resource costs, limitations, and safe experimentation without listing secrets.","Explain the school and controls; omit hidden teachers, rare acquisition locations, and puzzle solutions.","A player who has encountered the school can find a persistent in-game reference and identify how to use it safely.","Required: ordinary-player staging placement/accessibility evidence; no world save is present in this checkout.","Boundary census row. Detailed rows carry incorporation work."
"IGDB-0115","IGD-SYS-magic-jester","P3","Ready","Magic:Jester","Current source boundary: Magic:Jester","Incorporate","LibraryReference","Data/Scripts/Magic/Jester/BagOfTricks.cs;Data/Scripts/Magic/Jester/JesterCommandList.cs;Data/Scripts/Magic/Jester/JesterSpell.cs;Data/Scripts/Magic/Jester/Spells/CanOfSnakes.cs;Data/Scripts/Magic/Jester/Spells/Clowns.cs;Data/Scripts/Magic/Jester/Spells/FlowerPower.cs;Data/Scripts/Magic/Jester/Spells/Hilarity.cs;Data/Scripts/Magic/Jester/Spells/Insult.cs;Data/Scripts/Magic/Jester/Spells/JumpAround.cs;Data/Scripts/Magic/Jester/Spells/PoppingBalloon.cs;Data/Scripts/Magic/Jester/Spells/RabbitInAHat.cs;Data/Scripts/Magic/Jester/Spells/SeltzerBottle.cs","15 current source file(s) grouped by current path; first 12 plus every direct Player-command source are listed in SourceFiles. Existing inventory is ownership guidance only.","Medium: substantial combat progression can be discoverable while rules, costs, and controls remain hard to reconstruct.","Provide one concise school reference covering access, controls, resource costs, limitations, and safe experimentation without listing secrets.","Explain the school and controls; omit hidden teachers, rare acquisition locations, and puzzle solutions.","A player who has encountered the school can find a persistent in-game reference and identify how to use it safely.","Required: ordinary-player staging placement/accessibility evidence; no world save is present in this checkout.","Boundary census row. Detailed rows carry incorporation work."
"IGDB-0116","IGD-SYS-magic-knight","P3","Ready","Magic:Knight","Current source boundary: Magic:Knight","Incorporate","LibraryReference","Data/Scripts/Magic/Knight/BookOfChivalry.cs;Data/Scripts/Magic/Knight/CleanseByFire.cs;Data/Scripts/Magic/Knight/CloseWounds.cs;Data/Scripts/Magic/Knight/ConsecrateWeapon.cs;Data/Scripts/Magic/Knight/DispelEvil.cs;Data/Scripts/Magic/Knight/DivineFury.cs;Data/Scripts/Magic/Knight/EnemyOfOne.cs;Data/Scripts/Magic/Knight/HolyLight.cs;Data/Scripts/Magic/Knight/NobleSacrifice.cs;Data/Scripts/Magic/Knight/PaladinSpell.cs;Data/Scripts/Magic/Knight/RemoveCurse.cs;Data/Scripts/Magic/Knight/SacredJourney.cs","12 current source file(s) grouped by current path; first 12 plus every direct Player-command source are listed in SourceFiles. Existing inventory is ownership guidance only.","Medium: substantial combat progression can be discoverable while rules, costs, and controls remain hard to reconstruct.","Provide one concise school reference covering access, controls, resource costs, limitations, and safe experimentation without listing secrets.","Explain the school and controls; omit hidden teachers, rare acquisition locations, and puzzle solutions.","A player who has encountered the school can find a persistent in-game reference and identify how to use it safely.","Required: ordinary-player staging placement/accessibility evidence; no world save is present in this checkout.","Boundary census row. Detailed rows carry incorporation work."
"IGDB-0117","IGD-SYS-magic-magery","P3","Ready","Magic:Magery","Current source boundary: Magic:Magery","Incorporate","LibraryReference","Data/Scripts/Magic/Magery/Magery 1st/Clumsy.cs;Data/Scripts/Magic/Magery/Magery 1st/CreateFood.cs;Data/Scripts/Magic/Magery/Magery 1st/Feeblemind.cs;Data/Scripts/Magic/Magery/Magery 1st/Heal.cs;Data/Scripts/Magic/Magery/Magery 1st/MagicArrow.cs;Data/Scripts/Magic/Magery/Magery 1st/NightSight.cs;Data/Scripts/Magic/Magery/Magery 1st/ReactiveArmor.cs;Data/Scripts/Magic/Magery/Magery 1st/Weaken.cs;Data/Scripts/Magic/Magery/Magery 2nd/Agility.cs;Data/Scripts/Magic/Magery/Magery 2nd/Cunning.cs;Data/Scripts/Magic/Magery/Magery 2nd/Cure.cs;Data/Scripts/Magic/Magery/Magery 2nd/Harm.cs","131 current source file(s) grouped by current path; first 12 plus every direct Player-command source are listed in SourceFiles. Existing inventory is ownership guidance only.","Medium: substantial combat progression can be discoverable while rules, costs, and controls remain hard to reconstruct.","Provide one concise school reference covering access, controls, resource costs, limitations, and safe experimentation without listing secrets.","Explain the school and controls; omit hidden teachers, rare acquisition locations, and puzzle solutions.","A player who has encountered the school can find a persistent in-game reference and identify how to use it safely.","Required: ordinary-player staging placement/accessibility evidence; no world save is present in this checkout.","Boundary census row. Detailed rows carry incorporation work."
"IGDB-0118","IGD-SYS-magic-misc","P3","Ready","Magic:Misc","Current source boundary: Magic:Misc","Incorporate","LibraryReference","Data/Scripts/Magic/Misc/AttackSpells.cs;Data/Scripts/Magic/Misc/BaseMagicObject.cs;Data/Scripts/Magic/Misc/IdentifySpell.cs;Data/Scripts/Magic/Misc/MagicalSpell.cs;Data/Scripts/Magic/Misc/MagicCastingItems.cs;Data/Scripts/Magic/Misc/MagicObjectTarget.cs;Data/Scripts/Magic/Misc/RuneMagic.cs;Data/Scripts/Magic/Misc/SummonDragonSpell.cs;Data/Scripts/Magic/Misc/SummonSkeleton.cs;Data/Scripts/Magic/Misc/SummonSnakesSpell.cs;Data/Scripts/Magic/Misc/ThorLightningSpell.cs;Data/Scripts/Magic/Misc/TravelSpell.cs","12 current source file(s) grouped by current path; first 12 plus every direct Player-command source are listed in SourceFiles. Existing inventory is ownership guidance only.","Medium: substantial combat progression can be discoverable while rules, costs, and controls remain hard to reconstruct.","Provide one concise school reference covering access, controls, resource costs, limitations, and safe experimentation without listing secrets.","Explain the school and controls; omit hidden teachers, rare acquisition locations, and puzzle solutions.","A player who has encountered the school can find a persistent in-game reference and identify how to use it safely.","Required: ordinary-player staging placement/accessibility evidence; no world save is present in this checkout.","Boundary census row. Detailed rows carry incorporation work."
"IGDB-0119","IGD-SYS-magic-mystic","P3","Ready","Magic:Mystic","Current source boundary: Magic:Mystic","Incorporate","LibraryReference","Data/Scripts/Magic/Mystic/Gumps/MysticSpellBookGump.cs;Data/Scripts/Magic/Mystic/MysticCommandList.cs;Data/Scripts/Magic/Mystic/MysticMonkRobe.cs;Data/Scripts/Magic/Mystic/MysticPack.cs;Data/Scripts/Magic/Mystic/MysticSpell.cs;Data/Scripts/Magic/Mystic/MysticSpellBook.cs;Data/Scripts/Magic/Mystic/Scrolls/AstralProjectionScroll.cs;Data/Scripts/Magic/Mystic/Scrolls/AstralTravelScroll.cs;Data/Scripts/Magic/Mystic/Scrolls/CreateRobeScroll.cs;Data/Scripts/Magic/Mystic/Scrolls/GentleTouchScroll.cs;Data/Scripts/Magic/Mystic/Scrolls/LeapScroll.cs;Data/Scripts/Magic/Mystic/Scrolls/PsionicBlastScroll.cs","26 current source file(s) grouped by current path; first 12 plus every direct Player-command source are listed in SourceFiles. Existing inventory is ownership guidance only.","Medium: substantial combat progression can be discoverable while rules, costs, and controls remain hard to reconstruct.","Provide one concise school reference covering access, controls, resource costs, limitations, and safe experimentation without listing secrets.","Explain the school and controls; omit hidden teachers, rare acquisition locations, and puzzle solutions.","A player who has encountered the school can find a persistent in-game reference and identify how to use it safely.","Required: ordinary-player staging placement/accessibility evidence; no world save is present in this checkout.","Boundary census row. Detailed rows carry incorporation work."
"IGDB-0120","IGD-SYS-magic-necromancy","P3","Ready","Magic:Necromancy","Current source boundary: Magic:Necromancy","Incorporate","LibraryReference","Data/Scripts/Magic/Necromancy/AnimateDeadSpell.cs;Data/Scripts/Magic/Necromancy/BloodOathSpell.cs;Data/Scripts/Magic/Necromancy/CorpseSkin.cs;Data/Scripts/Magic/Necromancy/CurseWeapon.cs;Data/Scripts/Magic/Necromancy/EvilOmen.cs;Data/Scripts/Magic/Necromancy/Exorcism.cs;Data/Scripts/Magic/Necromancy/HorrificBeast.cs;Data/Scripts/Magic/Necromancy/LichForm.cs;Data/Scripts/Magic/Necromancy/MindRot.cs;Data/Scripts/Magic/Necromancy/NecromancerSpell.cs;Data/Scripts/Magic/Necromancy/NecromancerSpellbook.cs;Data/Scripts/Magic/Necromancy/PainSpike.cs","37 current source file(s) grouped by current path; first 12 plus every direct Player-command source are listed in SourceFiles. Existing inventory is ownership guidance only.","Medium: substantial combat progression can be discoverable while rules, costs, and controls remain hard to reconstruct.","Provide one concise school reference covering access, controls, resource costs, limitations, and safe experimentation without listing secrets.","Explain the school and controls; omit hidden teachers, rare acquisition locations, and puzzle solutions.","A player who has encountered the school can find a persistent in-game reference and identify how to use it safely.","Required: ordinary-player staging placement/accessibility evidence; no world save is present in this checkout.","Boundary census row. Detailed rows carry incorporation work."
"IGDB-0121","IGD-SYS-magic-ninjitsu","P3","Ready","Magic:Ninjitsu","Current source boundary: Magic:Ninjitsu","Incorporate","LibraryReference","Data/Scripts/Magic/Ninjitsu/AnimalForm.cs;Data/Scripts/Magic/Ninjitsu/Backstab.cs;Data/Scripts/Magic/Ninjitsu/BookOfNinjitsu.cs;Data/Scripts/Magic/Ninjitsu/DeathStrike.cs;Data/Scripts/Magic/Ninjitsu/FocusAttack.cs;Data/Scripts/Magic/Ninjitsu/KiAttack.cs;Data/Scripts/Magic/Ninjitsu/MirrorImage.cs;Data/Scripts/Magic/Ninjitsu/NinjaMove.cs;Data/Scripts/Magic/Ninjitsu/NinjaSpell.cs;Data/Scripts/Magic/Ninjitsu/ShadowJump.cs;Data/Scripts/Magic/Ninjitsu/SurpriseAttack.cs","11 current source file(s) grouped by current path; first 12 plus every direct Player-command source are listed in SourceFiles. Existing inventory is ownership guidance only.","Medium: substantial combat progression can be discoverable while rules, costs, and controls remain hard to reconstruct.","Provide one concise school reference covering access, controls, resource costs, limitations, and safe experimentation without listing secrets.","Explain the school and controls; omit hidden teachers, rare acquisition locations, and puzzle solutions.","A player who has encountered the school can find a persistent in-game reference and identify how to use it safely.","Required: ordinary-player staging placement/accessibility evidence; no world save is present in this checkout.","Boundary census row. Detailed rows carry incorporation work."
"IGDB-0122","IGD-SYS-magic-research","P3","Ready","Magic:Research","Current source boundary: Magic:Research","Incorporate","LibraryReference","Data/Scripts/Magic/Research/AncientSpellBook.cs;Data/Scripts/Magic/Research/Gumps/AncientSpellBookGump.cs;Data/Scripts/Magic/Research/ResearchBag.cs;Data/Scripts/Magic/Research/ResearchCommands.cs;Data/Scripts/Magic/Research/ResearchFunctions.cs;Data/Scripts/Magic/Research/ResearchSpell.cs;Data/Scripts/Magic/Research/Spells/Conjuration/ResearchAerialServant.cs;Data/Scripts/Magic/Research/Spells/Conjuration/ResearchClone.cs;Data/Scripts/Magic/Research/Spells/Conjuration/ResearchConjure.cs;Data/Scripts/Magic/Research/Spells/Conjuration/ResearchCreateGold.cs;Data/Scripts/Magic/Research/Spells/Conjuration/ResearchDeathVortex.cs;Data/Scripts/Magic/Research/Spells/Conjuration/ResearchExtinguish.cs","70 current source file(s) grouped by current path; first 12 plus every direct Player-command source are listed in SourceFiles. Existing inventory is ownership guidance only.","Medium: substantial combat progression can be discoverable while rules, costs, and controls remain hard to reconstruct.","Provide one concise school reference covering access, controls, resource costs, limitations, and safe experimentation without listing secrets.","Explain the school and controls; omit hidden teachers, rare acquisition locations, and puzzle solutions.","A player who has encountered the school can find a persistent in-game reference and identify how to use it safely.","Required: ordinary-player staging placement/accessibility evidence; no world save is present in this checkout.","Boundary census row. Detailed rows carry incorporation work."
"IGDB-0123","IGD-SYS-magic-shinobi","P3","Ready","Magic:Shinobi","Current source boundary: Magic:Shinobi","Incorporate","LibraryReference","Data/Scripts/Magic/Shinobi/ShinobiCommandList.cs;Data/Scripts/Magic/Shinobi/ShinobiScroll.cs;Data/Scripts/Magic/Shinobi/ShinobiSpell.cs;Data/Scripts/Magic/Shinobi/Spells/CheetahPaws.cs;Data/Scripts/Magic/Shinobi/Spells/Deception.cs;Data/Scripts/Magic/Shinobi/Spells/EagleEye.cs;Data/Scripts/Magic/Shinobi/Spells/Espionage.cs;Data/Scripts/Magic/Shinobi/Spells/FerretFlee.cs;Data/Scripts/Magic/Shinobi/Spells/MonkeyLeap.cs;Data/Scripts/Magic/Shinobi/Spells/MysticShuriken.cs;Data/Scripts/Magic/Shinobi/Spells/TigerStrength.cs","11 current source file(s) grouped by current path; first 12 plus every direct Player-command source are listed in SourceFiles. Existing inventory is ownership guidance only.","Medium: substantial combat progression can be discoverable while rules, costs, and controls remain hard to reconstruct.","Provide one concise school reference covering access, controls, resource costs, limitations, and safe experimentation without listing secrets.","Explain the school and controls; omit hidden teachers, rare acquisition locations, and puzzle solutions.","A player who has encountered the school can find a persistent in-game reference and identify how to use it safely.","Required: ordinary-player staging placement/accessibility evidence; no world save is present in this checkout.","Boundary census row. Detailed rows carry incorporation work."
"IGDB-0124","IGD-SYS-magic-syth","P3","Ready","Magic:Syth","Current source boundary: Magic:Syth","Incorporate","LibraryReference","Data/Scripts/Magic/Syth/Gumps/SythSpellBookGump.cs;Data/Scripts/Magic/Syth/HellShard.cs;Data/Scripts/Magic/Syth/Spells/Absorption.cs;Data/Scripts/Magic/Syth/Spells/Clone.cs;Data/Scripts/Magic/Syth/Spells/DeathGrip.cs;Data/Scripts/Magic/Syth/Spells/DrainLife.cs;Data/Scripts/Magic/Syth/Spells/Projection.cs;Data/Scripts/Magic/Syth/Spells/PsychicBlast.cs;Data/Scripts/Magic/Syth/Spells/Psychokinesis.cs;Data/Scripts/Magic/Syth/Spells/Speed.cs;Data/Scripts/Magic/Syth/Spells/SythLightning.cs;Data/Scripts/Magic/Syth/Spells/ThrowSword.cs","16 current source file(s) grouped by current path; first 12 plus every direct Player-command source are listed in SourceFiles. Existing inventory is ownership guidance only.","Medium: substantial combat progression can be discoverable while rules, costs, and controls remain hard to reconstruct.","Provide one concise school reference covering access, controls, resource costs, limitations, and safe experimentation without listing secrets.","Explain the school and controls; omit hidden teachers, rare acquisition locations, and puzzle solutions.","A player who has encountered the school can find a persistent in-game reference and identify how to use it safely.","Required: ordinary-player staging placement/accessibility evidence; no world save is present in this checkout.","Boundary census row. Detailed rows carry incorporation work."
"IGDB-0125","IGD-SYS-magic-witch","P3","Ready","Magic:Witch","Current source boundary: Magic:Witch","Incorporate","LibraryReference","Data/Scripts/Magic/Witch/BookWitchBrewing.cs;Data/Scripts/Magic/Witch/Effects/BloodPact.cs;Data/Scripts/Magic/Witch/Effects/CurePoison.cs;Data/Scripts/Magic/Witch/Effects/GhostlyImages.cs;Data/Scripts/Magic/Witch/Effects/GhostPhase.cs;Data/Scripts/Magic/Witch/Effects/GraveyardGateway.cs;Data/Scripts/Magic/Witch/Effects/HellsBrand.cs;Data/Scripts/Magic/Witch/Effects/HellsGate.cs;Data/Scripts/Magic/Witch/Effects/ManaLeech.cs;Data/Scripts/Magic/Witch/Effects/NecroPoison.cs;Data/Scripts/Magic/Witch/Effects/NecroUnlock.cs;Data/Scripts/Magic/Witch/Effects/Phantasm.cs","20 current source file(s) grouped by current path; first 12 plus every direct Player-command source are listed in SourceFiles. Existing inventory is ownership guidance only.","Medium: substantial combat progression can be discoverable while rules, costs, and controls remain hard to reconstruct.","Provide one concise school reference covering access, controls, resource costs, limitations, and safe experimentation without listing secrets.","Explain the school and controls; omit hidden teachers, rare acquisition locations, and puzzle solutions.","A player who has encountered the school can find a persistent in-game reference and identify how to use it safely.","Required: ordinary-player staging placement/accessibility evidence; no world save is present in this checkout.","Boundary census row. Detailed rows carry incorporation work."
"IGDB-0126","IGD-SYS-trades-apiculture","P3","Ready","Trades:Apiculture","Current source boundary: Trades:Apiculture","Incorporate","LibraryReference","Data/Scripts/Trades/Apiculture/BeeHiveAddon.cs;Data/Scripts/Trades/Apiculture/BeeHiveHelp.cs;Data/Scripts/Trades/Apiculture/beehivehelper.cs;Data/Scripts/Trades/Apiculture/Craft/CandleReligious.cs;Data/Scripts/Trades/Apiculture/Craft/ColorCandleLong.cs;Data/Scripts/Trades/Apiculture/Craft/ColorCandleShort.cs;Data/Scripts/Trades/Apiculture/Craft/JarsOfWax.cs;Data/Scripts/Trades/Apiculture/Craft/PaintCanvas.cs;Data/Scripts/Trades/Apiculture/Craft/WaxPaintings.cs;Data/Scripts/Trades/Apiculture/Craft/WaxSculptors.cs;Data/Scripts/Trades/Apiculture/DefWaxCrafting.cs;Data/Scripts/Trades/Apiculture/Gumps/BeeHiveGumps.cs","18 current source file(s) grouped by current path; first 12 plus every direct Player-command source are listed in SourceFiles. Existing inventory is ownership guidance only.","Medium: progression, materials, queues, and expensive craft decisions can be unclear.","Teach the shared trade loop, required tools, risk or consumption points, and where contextual help appears.","Do not publish rare recipes or hidden resource locations unless the existing system already teaches them.","A new user can start, stop, and safely repeat the shared trade loop using in-game information.","Required: ordinary-player staging placement/accessibility evidence; no world save is present in this checkout.","Boundary census row. Detailed rows carry incorporation work."
